"1766","acetaminophen/paracetamol/panadol taken for fever/cough","ml13l_4"
"1767","acetaminophen/paracetamol/panadol taken for fever/cough","ml13l_5"
"1768","acetaminophen/paracetamol/panadol taken for fever/cough","ml13l_6"
"1769","ibuprofen taken for fever/cough","ml13m_1"
"1770","ibuprofen taken for fever/cough","ml13m_2"
"1771","ibuprofen taken for fever/cough","ml13m_3"
"1772","ibuprofen taken for fever/cough","ml13m_4"
"1773","ibuprofen taken for fever/cough","ml13m_5"
"1774","ibuprofen taken for fever/cough","ml13m_6"
"1775","na - cs other taken for fever/cough","ml13n_1"
"1776","na - cs other taken for fever/cough","ml13n_2"
"1777","na - cs other taken for fever/cough","ml13n_3"
"1778","na - cs other taken for fever/cough","ml13n_4"
"1779","na - cs other taken for fever/cough","ml13n_5"
"1780","na - cs other taken for fever/cough","ml13n_6"
"1781","na - cs other taken for fever/cough","ml13o_1"
"1782","na - cs other taken for fever/cough","ml13o_2"
"1783","na - cs other taken for fever/cough","ml13o_3"
"1784","na - cs other taken for fever/cough","ml13o_4"
"1785","na - cs other taken for fever/cough","ml13o_5"
"1786","na - cs other taken for fever/cough","ml13o_6"
"1787","na - cs other taken for fever/cough","ml13p_1"
"1788","na - cs other taken for fever/cough","ml13p_2"
"1789","na - cs other taken for fever/cough","ml13p_3"
"1790","na - cs other taken for fever/cough","ml13p_4"
"1791","na - cs other taken for fever/cough","ml13p_5"
"1792","na - cs other taken for fever/cough","ml13p_6"
"1793","other taken for fever/cough","ml13x_1"
"1794","other taken for fever/cough","ml13x_2"
"1795","other taken for fever/cough","ml13x_3"
"1796","other taken for fever/cough","ml13x_4"
"1797","other taken for fever/cough","ml13x_5"
"1798","other taken for fever/cough","ml13x_6"
"1799","nothing taken for fever/cough","ml13y_1"
"1800","nothing taken for fever/cough","ml13y_2"
"1801","nothing taken for fever/cough","ml13y_3"
"1802","nothing taken for fever/cough","ml13y_4"
"1803","nothing taken for fever/cough","ml13y_5"
"1804","nothing taken for fever/cough","ml13y_6"
"1805","don't know if or what was taken for fever/cough","ml13z_1"
"1806","don't know if or what was taken for fever/cough","ml13z_2"
"1807","don't know if or what was taken for fever/cough","ml13z_3"
"1808","don't know if or what was taken for fever/cough","ml13z_4"
"1809","don't know if or what was taken for fever/cough","ml13z_5"
"1810","don't know if or what was taken for fever/cough","ml13z_6"
"1811","na - injection given for fever/convulsion","ml14a_1"
"1812","na - injection given for fever/convulsion","ml14a_2"
"1813","na - injection given for fever/convulsion","ml14a_3"
"1814","na - injection given for fever/convulsion","ml14a_4"
"1815","na - injection given for fever/convulsion","ml14a_5"
"1816","na - injection given for fever/convulsion","ml14a_6"
"1817","na - suppository given for fever/convulsion","ml14b_1"
"1818","na - suppository given for fever/convulsion","ml14b_2"
"1819","na - suppository given for fever/convulsion","ml14b_3"
"1820","na - suppository given for fever/convulsion","ml14b_4"
"1821","na - suppository given for fever/convulsion","ml14b_5"
"1822","na - suppository given for fever/convulsion","ml14b_6"
"1823","na - no suppository or injection given for fever/convulsion","ml14y_1"
"1824","na - no suppository or injection given for fever/convulsion","ml14y_2"
"1825","na - no suppository or injection given for fever/convulsion","ml14y_3"
"1826","na - no suppository or injection given for fever/convulsion","ml14y_4"
"1827","na - no suppository or injection given for fever/convulsion","ml14y_5"
"1828","na - no suppository or injection given for fever/convulsion","ml14y_6"
"1829","na - don't know if suppository or injection given for fever/convulsion","ml14z_1"
"1830","na - don't know if suppository or injection given for fever/convulsion","ml14z_2"
"1831","na - don't know if suppository or injection given for fever/convulsion","ml14z_3"
"1832","na - don't know if suppository or injection given for fever/convulsion","ml14z_4"
"1833","na - don't know if suppository or injection given for fever/convulsion","ml14z_5"
"1834","na - don't know if suppository or injection given for fever/convulsion","ml14z_6"
"1835","na - timing of start of fansidar","ml15a_1"
"1836","na - timing of start of fansidar","ml15a_2"
"1837","na - timing of start of fansidar","ml15a_3"
"1838","na - timing of start of fansidar","ml15a_4"
"1839","na - timing of start of fansidar","ml15a_5"
"1840","na - timing of start of fansidar","ml15a_6"
"1841","na - number of days child took fansidar","ml15b_1"
"1842","na - number of days child took fansidar","ml15b_2"
"1843","na - number of days child took fansidar","ml15b_3"
"1844","na - number of days child took fansidar","ml15b_4"
"1845","na - number of days child took fansidar","ml15b_5"
"1846","na - number of days child took fansidar","ml15b_6"
"1847","na - first source for fansidar","ml15c_1"
"1848","na - first source for fansidar","ml15c_2"
"1849","na - first source for fansidar","ml15c_3"
"1850","na - first source for fansidar","ml15c_4"
"1851","na - first source for fansidar","ml15c_5"
"1852","na - first source for fansidar","ml15c_6"
"1853","na - timing of start of chloroquine","ml16a_1"
"1854","na - timing of start of chloroquine","ml16a_2"
"1855","na - timing of start of chloroquine","ml16a_3"
"1856","na - timing of start of chloroquine","ml16a_4"
"1857","na - timing of start of chloroquine","ml16a_5"
"1858","na - timing of start of chloroquine","ml16a_6"
"1859","na - number of days child took chloroquine","ml16b_1"
"1860","na - number of days child took chloroquine","ml16b_2"
"1861","na - number of days child took chloroquine","ml16b_3"
"1862","na - number of days child took chloroquine","ml16b_4"
"1863","na - number of days child took chloroquine","ml16b_5"
"1864","na - number of days child took chloroquine","ml16b_6"
"1865","na - first source for chloroquine","ml16c_1"
"1866","na - first source for chloroquine","ml16c_2"
"1867","na - first source for chloroquine","ml16c_3"
"1868","na - first source for chloroquine","ml16c_4"
"1869","na - first source for chloroquine","ml16c_5"
"1870","na - first source for chloroquine","ml16c_6"
"1871","na - timing of start of amodiaquine","ml17a_1"
"1872","na - timing of start of amodiaquine","ml17a_2"
"1873","na - timing of start of amodiaquine","ml17a_3"
"1874","na - timing of start of amodiaquine","ml17a_4"
"1875","na - timing of start of amodiaquine","ml17a_5"
"1876","na - timing of start of amodiaquine","ml17a_6"
"1877","na - number of days child took amodiaquine","ml17b_1"
"1878","na - number of days child took amodiaquine","ml17b_2"
"1879","na - number of days child took amodiaquine","ml17b_3"
"1880","na - number of days child took amodiaquine","ml17b_4"
"1881","na - number of days child took amodiaquine","ml17b_5"
"1882","na - number of days child took amodiaquine","ml17b_6"
"1883","na - first source for amodiaquine","ml17c_1"
"1884","na - first source for amodiaquine","ml17c_2"
"1885","na - first source for amodiaquine","ml17c_3"
"1886","na - first source for amodiaquine","ml17c_4"
"1887","na - first source for amodiaquine","ml17c_5"
"1888","na - first source for amodiaquine","ml17c_6"
"1889","na - timing of start of quinine","ml18a_1"
"1890","na - timing of start of quinine","ml18a_2"
"1891","na - timing of start of quinine","ml18a_3"
"1892","na - timing of start of quinine","ml18a_4"
"1893","na - timing of start of quinine","ml18a_5"
"1894","na - timing of start of quinine","ml18a_6"
"1895","na - number of days child took quinine","ml18b_1"
"1896","na - number of days child took quinine","ml18b_2"
"1897","na - number of days child took quinine","ml18b_3"
"1898","na - number of days child took quinine","ml18b_4"
"1899","na - number of days child took quinine","ml18b_5"
"1900","na - number of days child took quinine","ml18b_6"
"1901","na - first source for quinine","ml18c_1"
"1902","na - first source for quinine","ml18c_2"
"1903","na - first source for quinine","ml18c_3"
"1904","na - first source for quinine","ml18c_4"
"1905","na - first source for quinine","ml18c_5"
"1906","na - first source for quinine","ml18c_6"
"1907","na - for fever/convulsion: consulted traditional healer","ml19a_1"
"1908","na - for fever/convulsion: consulted traditional healer","ml19a_2"
"1909","na - for fever/convulsion: consulted traditional healer","ml19a_3"
"1910","na - for fever/convulsion: consulted traditional healer","ml19a_4"
"1911","na - for fever/convulsion: consulted traditional healer","ml19a_5"
"1912","na - for fever/convulsion: consulted traditional healer","ml19a_6"
"1913","na - for fever/convulsion: gave tepid sponging","ml19b_1"
"1914","na - for fever/convulsion: gave tepid sponging","ml19b_2"
"1915","na - for fever/convulsion: gave tepid sponging","ml19b_3"
"1916","na - for fever/convulsion: gave tepid sponging","ml19b_4"
"1917","na - for fever/convulsion: gave tepid sponging","ml19b_5"
"1918","na - for fever/convulsion: gave tepid sponging","ml19b_6"
"1919","na - for fever/convulsion: gave herbs","ml19c_1"
"1920","na - for fever/convulsion: gave herbs","ml19c_2"
"1921","na - for fever/convulsion: gave herbs","ml19c_3"
"1922","na - for fever/convulsion: gave herbs","ml19c_4"
"1923","na - for fever/convulsion: gave herbs","ml19c_5"
"1924","na - for fever/convulsion: gave herbs","ml19c_6"
"1925","na - for fever/convulsion: cs","ml19d_1"
"1926","na - for fever/convulsion: cs","ml19d_2"
"1927","na - for fever/convulsion: cs","ml19d_3"
"1928","na - for fever/convulsion: cs","ml19d_4"
"1929","na - for fever/convulsion: cs","ml19d_5"
"1930","na - for fever/convulsion: cs","ml19d_6"
"1931","na - for fever/convulsion: cs","ml19e_1"
"1932","na - for fever/convulsion: cs","ml19e_2"
"1933","na - for fever/convulsion: cs","ml19e_3"
"1934","na - for fever/convulsion: cs","ml19e_4"
"1935","na - for fever/convulsion: cs","ml19e_5"
"1936","na - for fever/convulsion: cs","ml19e_6"
"1937","na - for fever/convulsion: cs","ml19f_1"
"1938","na - for fever/convulsion: cs","ml19f_2"
"1939","na - for fever/convulsion: cs","ml19f_3"
"1940","na - for fever/convulsion: cs","ml19f_4"
"1941","na - for fever/convulsion: cs","ml19f_5"
"1942","na - for fever/convulsion: cs","ml19f_6"
"1943","na - for fever/convulsion: other","ml19x_1"
"1944","na - for fever/convulsion: other","ml19x_2"
"1945","na - for fever/convulsion: other","ml19x_3"
"1946","na - for fever/convulsion: other","ml19x_4"
"1947","na - for fever/convulsion: other","ml19x_5"
"1948","na - for fever/convulsion: other","ml19x_6"
"1949","na - for fever/convulsion: gave/did nothing","ml19y_1"
"1950","na - for fever/convulsion: gave/did nothing","ml19y_2"
"1951","na - for fever/convulsion: gave/did nothing","ml19y_3"
"1952","na - for fever/convulsion: gave/did nothing","ml19y_4"
"1953","na - for fever/convulsion: gave/did nothing","ml19y_5"
"1954","na - for fever/convulsion: gave/did nothing","ml19y_6"
"1955","na - for fever/convulsion: don't know if something else was done","ml19z_1"
"1956","na - for fever/convulsion: don't know if something else was done","ml19z_2"
"1957","na - for fever/convulsion: don't know if something else was done","ml19z_3"
"1958","na - for fever/convulsion: don't know if something else was done","ml19z_4"
"1959","na - for fever/convulsion: don't know if something else was done","ml19z_5"
"1960","na - for fever/convulsion: don't know if something else was done","ml19z_6"
"1961","na - timing of start of combination with artemisinin","ml20a_1"
"1962","na - timing of start of combination with artemisinin","ml20a_2"
"1963","na - timing of start of combination with artemisinin","ml20a_3"
"1964","na - timing of start of combination with artemisinin","ml20a_4"
"1965","na - timing of start of combination with artemisinin","ml20a_5"
"1966","na - timing of start of combination with artemisinin","ml20a_6"
"1967","na - number of days child took combination with artemisinin","ml20b_1"
"1968","na - number of days child took combination with artemisinin","ml20b_2"
"1969","na - number of days child took combination with artemisinin","ml20b_3"
"1970","na - number of days child took combination with artemisinin","ml20b_4"
"1971","na - number of days child took combination with artemisinin","ml20b_5"
"1972","na - number of days child took combination with artemisinin","ml20b_6"
"1973","na - first source for combination with artemisinin","ml20c_1"
"1974","na - first source for combination with artemisinin","ml20c_2"
"1975","na - first source for combination with artemisinin","ml20c_3"
"1976","na - first source for combination with artemisinin","ml20c_4"
"1977","na - first source for combination with artemisinin","ml20c_5"
"1978","na - first source for combination with artemisinin","ml20c_6"
"1979","na - timing of start of cs antimalarial use","ml21a_1"
"1980","na - timing of start of cs antimalarial use","ml21a_2"
"1981","na - timing of start of cs antimalarial use","ml21a_3"
"1982","na - timing of start of cs antimalarial use","ml21a_4"
"1983","na - timing of start of cs antimalarial use","ml21a_5"
"1984","na - timing of start of cs antimalarial use","ml21a_6"
"1985","na - number of days child took cs antimalarial","ml21b_1"
"1986","na - number of days child took cs antimalarial","ml21b_2"
"1987","na - number of days child took cs antimalarial","ml21b_3"
"1988","na - number of days child took cs antimalarial","ml21b_4"
"1989","na - number of days child took cs antimalarial","ml21b_5"
"1990","na - number of days child took cs antimalarial","ml21b_6"
"1991","na - first source for cs antimalarial","ml21c_1"
"1992","na - first source for cs antimalarial","ml21c_2"
"1993","na - first source for cs antimalarial","ml21c_3"
"1994","na - first source for cs antimalarial","ml21c_4"
"1995","na - first source for cs antimalarial","ml21c_5"
"1996","na - first source for cs antimalarial","ml21c_6"
"1997","na - timing of start of cs antimalarial use","ml22a_1"
"1998","na - timing of start of cs antimalarial use","ml22a_2"
"1999","na - timing of start of cs antimalarial use","ml22a_3"
"2000","na - timing of start of cs antimalarial use","ml22a_4"
"2001","na - timing of start of cs antimalarial use","ml22a_5"
"2002","na - timing of start of cs antimalarial use","ml22a_6"
"2003","na - number of days child took cs antimalarial","ml22b_1"
"2004","na - number of days child took cs antimalarial","ml22b_2"
"2005","na - number of days child took cs antimalarial","ml22b_3"
"2006","na - number of days child took cs antimalarial","ml22b_4"
"2007","na - number of days child took cs antimalarial","ml22b_5"
"2008","na - number of days child took cs antimalarial","ml22b_6"
"2009","na - first source for cs antimalarial","ml22c_1"
"2010","na - first source for cs antimalarial","ml22c_2"
"2011","na - first source for cs antimalarial","ml22c_3"
"2012","na - first source for cs antimalarial","ml22c_4"
"2013","na - first source for cs antimalarial","ml22c_5"
"2014","na - first source for cs antimalarial","ml22c_6"
"2015","na - timing of start of other anti-malarial use","ml23a_1"
"2016","na - timing of start of other anti-malarial use","ml23a_2"
"2017","na - timing of start of other anti-malarial use","ml23a_3"
"2018","na - timing of start of other anti-malarial use","ml23a_4"
"2019","na - timing of start of other anti-malarial use","ml23a_5"
"2020","na - timing of start of other anti-malarial use","ml23a_6"
"2021","na - number of days child took other anti-malarial","ml23b_1"
"2022","na - number of days child took other anti-malarial","ml23b_2"
"2023","na - number of days child took other anti-malarial","ml23b_3"
"2024","na - number of days child took other anti-malarial","ml23b_4"
"2025","na - number of days child took other anti-malarial","ml23b_5"
"2026","na - number of days child took other anti-malarial","ml23b_6"
"2027","na - first source for other anti-malarial","ml23c_1"
"2028","na - first source for other anti-malarial","ml23c_2"
"2029","na - first source for other anti-malarial","ml23c_3"
"2030","na - first source for other anti-malarial","ml23c_4"
"2031","na - first source for other anti-malarial","ml23c_5"
"2032","na - first source for other anti-malarial","ml23c_6"
"2033","na - first source for antibiotic pill/syrup","ml24c_1"
"2034","na - first source for antibiotic pill/syrup","ml24c_2"
"2035","na - first source for antibiotic pill/syrup","ml24c_3"
"2036","na - first source for antibiotic pill/syrup","ml24c_4"
"2037","na - first source for antibiotic pill/syrup","ml24c_5"
"2038","na - first source for antibiotic pill/syrup","ml24c_6"
"2039","weight for domestic violence (6 decimals)","d005"
"2040","husband/partner jealous if respondent talks with other men","d101a"
"2041","husband/partner accuses respondent of unfaithfulness","d101b"
"2042","husband/partner does not permit respondent to meet female friends","d101c"
"2043","husband/partner tries to limit respondent's contact with family","d101d"
"2044","husband/partner insists on knowing where respondent is","d101e"
"2045","husband/partner doesn't trust respondent with money","d101f"
"2046","na - cs control issue","d101g"
"2047","na - cs control issue","d101h"
"2048","na - cs control issue","d101i"
"2049","na - cs control issue","d101j"
"2050","number of control issues answered 'yes'  (d101x = 1)","d102"
"2051","ever been humiliated by husband/partner","d103a"
"2052","ever been threatened with harm by husband/partner","d103b"
"2053","ever been insulted or made to feel bad by husband/partner","d103c"
"2054","na - ever cs emotional abuse by husband/partner","d103d"
"2055","na - ever cs emotional abuse by husband/partner","d103e"
"2056","na - ever cs emotional abuse by husband/partner","d103f"
"2057","experienced any emotional violence (d103x series)","d104"
"2058","ever been pushed, shook or had something thrown by husband/partner","d105a"
"2059","ever been slapped by husband/partner","d105b"
"2060","ever been punched with fist or hit by something harmful by husband/partner","d105c"
"2061","ever been kicked or dragged by husband/partner","d105d"
"2062","ever been strangled or burnt by husband/partner","d105e"
"2063","ever been threatened with knife/gun or other weapon by husband/partner","d105f"
"2064","na - ever cs physical violence by husband/partner","d105g"
"2065","ever been physically forced into unwanted sex by husband/partner","d105h"
"2066","ever been forced into other unwanted sexual acts by husband/partner","d105i"
"2067","ever had arm twisted or hair pulled by husband/partner","d105j"
"2068","ever been physically forced to perform sexual acts respondent didn't want to","d105k"
"2069","na - ever cs physical violence by husband/partner","d105l"
"2070","na - ever cs physical violence by husband/partner","d105m"
"2071","na - ever cs physical violence by husband/partner","d105n"
"2072","experienced any less severe violence (d105a-c,j) by husband/partner","d106"
"2073","experienced any severe violence (d105d-f) by husband/partner","d107"
"2074","experienced any sexual violence (d105h-i,k) by husband/partner","d108"
"2075","timing of first event (from d105 series) in years after marriage","d109"
"2076","ever had bruises because of husband/partner's actions","d110a"
"2077","ever had eye injuries, sprains, dislocations or burns because of husband/partner","d110b"
"2078","na - ever went to health facility because of husband/partner's actions","d110c"
"2079","ever had wounds, broken bones, broken teeth or other serious injury because of h","d110d"
"2080","na - cs because of husband/partner's actions","d110e"
"2081","na - cs because of husband/partner's actions","d110f"
"2082","na - cs because of husband/partner's actions","d110g"
"2083","na - cs because of husband/partner's actions","d110h"
"2084","experienced any of listed husband/partner's actions (d110x series)","d111"
"2085","respondent ever physically hurt husband/partner when he was not hurting her","d112"
"2086","frequency of physically hurting husband/partner in last 12 months","d112a"
"2087","husband/partner drinks alcohol","d113"
"2088","frequency of husband/partner being drunk","d114"
"2089","mother/step-mother: person who has ever physically hurt respondent","d115b"
"2090","father/step-father: person who has ever physically hurt respondent","d115c"
"2091","daughter/son: person who has ever physically hurt respondent","d115d"
"2092","na - son: person who has ever physically hurt respondent","d115e"
"2093","sister/brother: person who has ever physically hurt respondent","d115f"
"2094","other relative: person who has ever physically hurt respondent","d115g"
"2095","na - other female family: person who has ever physically hurt respondent","d115h"
"2096","na - other male family: person who has ever physically hurt respondent","d115i"
"2097","former partner: person who has ever physically hurt respondent","d115j"
"2098","current boyfriend: person who has ever physically hurt respondent","d115k"
"2099","former boyfriend: person who has ever physically hurt respondent","d115l"
"2100","na - step-mother: person who has ever physically hurt respondent","d115m"
"2101","na - step-father: person who has ever physically hurt respondent","d115n"
"2102","na - mother-in-law: person who has ever physically hurt respondent","d115o"
"2103","na - father-in-law: person who has ever physically hurt respondent","d115p"
"2104","other in-law: person who has ever physically hurt respondent","d115q"
"2105","na - other male in-law: person who has ever physically hurt respondent","d115r"
"2106","na - female friend: person who has ever physically hurt respondent","d115s"
"2107","na - male friend: person who has ever physically hurt respondent","d115t"
"2108","na - neighbor: person who has ever physically hurt respondent","d115u"
"2109","teacher: person who has ever physically hurt respondent","d115v"
"2110","employer/someone at work: person who has ever physically hurt respondent","d115w"
"2111","other: person who has ever physically hurt respondent","d115x"
"2112","no person other than husband/partner ever physically hurt respondent","d115y"
"2113","na - stranger: person who has ever physically hurt respondent","d115xa"
"2114","na - other female in-law/family: person who has ever physically hurt respondent","d115xb"
"2115","na - other male in-law/family: person who has ever physically hurt respondent","d115xc"
"2116","na - friend: person who has ever physically hurt respondent","d115xd"
"2117","police/soldier: person who has ever physically hurt respondent","d115xe"
"2118","na - religious leader: person who has ever physically hurt respondent","d115xf"
"2119","na - lawyer: person who has ever physically hurt respondent","d115xg"
"2120","na - doctor: person who has ever physically hurt respondent","d115xh"
"2121","mother/father in law: person who has ever physically hurt respondent","d115xi"
"2122","na - cs: person who has ever physically hurt respondent","d115xj"
"2123","na - cs: person who has ever physically hurt respondent","d115xk"
"2124","na - person who hurt respondent most often","d116"
"2125","frequency of being hit in last 12 months by other than husband/partner","d117a"
"2126","husband/partner: person who hurt respondent during a pregnancy","d118a"
"2127","mother/step mother: person who hurt respondent during a pregnancy","d118b"
"2128","father/step-father: person who hurt respondent during a pregnancy","d118c"
"2129","daughter/son: person who hurt respondent during a pregnancy","d118d"
"2130","na - son alone: person who hurt respondent during a pregnancy","d118e"
"2131","sister/brother: person who hurt respondent during a pregnancy","d118f"
"2132","other relative: person who hurt respondent during a pregnancy","d118g"
"2133","na - other female family: person who hurt respondent during a pregnancy","d118h"
"2134","na - other male family: person who hurt respondent during a pregnancy","d118i"
"2135","former husband/partner: person who hurt respondent during a pregnancy","d118j"
"2136","current boyfriend: person who hurt respondent during a pregnancy","d118k"
"2137","former boyfriend: person who hurt respondent during a pregnancy","d118l"
"2138","na - step-mother: person who hurt respondent during a pregnancy","d118m"
"2139","na - step-father: person who hurt respondent during a pregnancy","d118n"
"2140","na - mother-in-law: person who hurt respondent during a pregnancy","d118o"
"2141","na - father-in-law: person who hurt respondent during a pregnancy","d118p"
"2142","other in-law: person who hurt respondent during a pregnancy","d118q"
"2143","na - other female/male in-law: person who hurt respondent during a pregnancy","d118r"
"2144","na - female friend: person who hurt respondent during a pregnancy","d118s"
"2145","na - male friend: person who hurt respondent during a pregnancy","d118t"
"2146","na - neighbor: person who hurt respondent during a pregnancy","d118u"
"2147","teacher: person who hurt respondent during a pregnancy","d118v"
"2148","employer/someone at work: person who hurt respondent during a pregnancy","d118w"
"2149","other: person who hurt respondent during a pregnancy","d118x"
"2150","respondent was not hurt by anyone during a pregnancy","d118y"
"2151","na - stranger: person who hurt respondent during a pregnancy","d118xa"
"2152","na - other female in-law/family: person who hurt respondent during a pregnancy","d118xb"
"2153","na - other male in-law/family: person who hurt respondent during a pregnancy","d118xc"
"2154","na - friend: person who hurt respondent during a pregnancy","d118xd"
"2155","police: person who hurt respondent during a pregnancy","d118xe"
"2156","na - religious leader: person who hurt respondent during a pregnancy","d118xf"
"2157","na - lawyer: person who hurt respondent during a pregnancy","d118xg"
"2158","na - doctor: person who hurt respondent during a pregnancy","d118xh"
"2159","mother/father in law: person who hurt respondent during a pregnancy","d118xi"
"2160","na - cs: person who hurt respondent during a pregnancy","d118xj"
"2161","na - cs: person who hurt respondent during a pregnancy","d118xk"
"2162","na - husband/partner: person respondent went to seek help","d119a"
"2163","na - mother: person respondent went to seek help","d119b"
"2164","na - father: person respondent went to seek help","d119c"
"2165","na - daughter: person respondent went to seek help","d119d"
"2166","na - son: person respondent went to seek help","d119e"
"2167","na - sister: person respondent went to seek help","d119f"
"2168","na - brother: person respondent went to seek help","d119g"
"2169","own family: person respondent went to seek help","d119h"
"2170","husband/partner family: person respondent went to seek help","d119i"
"2171","current/former husband/partner: person respondent went to seek help","d119j"
"2172","current/former boyfriend: person respondent went to seek help","d119k"
"2173","na - former boyfriend alone: person respondent went to seek help","d119l"
"2174","na - step-mother: person respondent went to seek help","d119m"
"2175","na - step-father: person respondent went to seek help","d119n"
"2176","na - mother-in-law: person respondent went to seek help","d119o"
"2177","na - father-in-law: person respondent went to seek help","d119p"
"2178","na - other female in-law: person respondent went to seek help","d119q"
"2179","na - other male in-law: person respondent went to seek help","d119r"
"2180","na - female friend: person respondent went to seek help","d119s"
"2181","na - male friend: person respondent went to seek help","d119t"
"2182","neighbor: person respondent went to seek help","d119u"
"2183","na - teacher: person respondent went to seek help","d119v"
"2184","na - employer: person respondent went to seek help","d119w"
"2185","other: person respondent went to seek help","d119x"
"2186","respondent did not seek help from anyone","d119y"
"2187","na - stranger: person respondent went to seek help","d119xa"
"2188","social service organization: person respondent went to seek help","d119xb"
"2189","na - cs: person respondent went to seek help","d119xc"
"2190","friend: person respondent went to seek help","d119xd"
"2191","police: person respondent went to seek help","d119xe"
"2192","religious leader: person respondent went to seek help","d119xf"
"2193","lawyer: person respondent went to seek help","d119xg"
"2194","doctor/medical personnel: person respondent went to seek help","d119xh"
"2195","traditional doctor: person respondent went to seek help","d119xi"
"2196","na - cs: person respondent went to seek help","d119xj"
"2197","na - cs: person respondent went to seek help","d119xk"
"2198","na - main reason never sought help","d120"
"2199","respondent's father ever beat her mother","d121"
"2200","interview interrupted: husband's presence","d122a"
"2201","interview interrupted: other adult male's presence","d122b"
"2202","interview interrupted: adult female's presence","d122c"
"2203","na - first sex was wanted or forced","d123"
"2204","ever forced to have sex by anyone other than husband/partner in last 12 months","d124"
"2205","ever forced to perform unwanted sexual acts","d125"
"2206","age at first forced sexual act","d126"
"2207","person who forced respondent into first sexual act","d127"
"2208","ever told anyone else about violence","d128"
"2209","respondent afraid of husband/partner most of the time, sometimes or never","d129"
"2210","previous husband: ever hit, slap, kick or physically hurt respondent","d130a"
"2211","previous husband: physically forced to have sex or to perform sexual acts","d130b"
"2212","district","sdist"
"2213","result of interview","sresult"
"2214","interviewer number","sintnum4"
"2215","supervisor number","scontrol4"
"2216","field editor (compatible with fieldwork questionnaire)","sfedit4"
"2217","health technician adult bio-markers","sbtecnum4"
"2218","language learned to speak","s111"
"2219","total children born since 2009","s211"
"2220","heard about vaccines for children","s427"
"2221","know a place to vaccinate the children","s428"
"2222","vaccination place: central hospital","s429a"
"2223","vaccination place: provincial/general hospital","s429b"
"2224","vaccination place: rural hospital","s429c"
"2225","vaccination place: health center/post","s429d"
"2226","vaccination place: mobile brigade","s429e"
"2227","vaccination place: public pharmacy","s429f"
"2228","vaccination place: other public","s429g"
"2229","vaccination place: private clinic","s429h"
"2230","vaccination place: private doctor","s429i"
"2231","vaccination place: private pharmacy","s429j"
"2232","vaccination place: other private","s429k"
"2233","vaccination place: school","s429l"
"2234","vaccination place: vaccination campaign","s429m"
"2235","vaccination place: other","s429n"
"2236","for what are used the vaccines","s430"
"2237","necessary to vaccinate children","s431"
"2238","must receive during first year: bcg","s432a"
"2239","must receive during first year: polio","s432b"
"2240","must receive during first year: pcv / pvc10","s432c"
"2241","must receive during first year: dpt / hep b + hib","s432d"
"2242","must receive during first year: measles","s432e"
"2243","must receive during first year: other","s432x"
"2244","must receive during first year: don't know/unsure","s432z"
"2245","in last 12 month talked about vaccines: doctor","s433a"
"2246","in last 12 month talked about vaccines: nurse","s433b"
"2247","in last 12 month talked about vaccines: birth attendant","s433c"
"2248","in last 12 month talked about vaccines: traditional birth attendant","s433d"
"2249","in last 12 month talked about vaccines: pharmacy worker","s433e"
"2250","in last 12 month talked about vaccines: ape (agente polivalente elementar)","s433f"
"2251","in last 12 month talked about vaccines: traditional doctor","s433g"
"2252","in last 12 month talked about vaccines: community leaders","s433h"
"2253","in last 12 month talked about vaccines: friend/relatives","s433i"
"2254","in last 12 month talked about vaccines: someone by sms or whatsapp","s433j"
"2255","in last 12 month talked about vaccines: someone by facebook","s433k"
"2256","in last 12 month talked about vaccines: other persons","s433l"
"2257","principal source of information about vaccines","s434"
"2258","in last 12 months heard about a vaccine against pneumonia and meningitis","s435"
"2259","vaccine name","s436"
"2260","took the child to be vaccinated against pneumonia and meningitis","s437"
"2261","easy or difficult to vaccinate children","s438"
"2262","tried to vaccinate one of your children but it was not possible","s439"
"2263","reason why couldn't vaccinate the child","s440"
"2264","think will have sex again with most recent partner","s523a1"
"2265","think will have sex again with 2nd to most recent partner","s523a2"
"2266","think will have sex again with 3rd to most recent partner","s523a3"
"2267","number of current sex partners","s525a"
"2268","presence of boys during sexual activity section","s528c"
"2269","presence of girls during sexual activity section","s528d"
"2270","source for condoms: adolescents service center","s530w"
"2271","source for condoms: guesthouse","s530x"
"2272","aids infected women should breastfeed their babies","s628"
"2273","circumcision protects men against aids","s629"
"2274","opinion about men with circumcision: don't need condoms","s630a"
"2275","opinion about men with circumcision: can have several partners without get infec","s630b"
"2276","husband/partner circumcised","s634"
"2277","would support husband/partner if he wanted to do the circumcision","s635"
"2278","index to birth history of last child since 2010","s793"
"2279","currently using a method","s803"
"2280","ever used anything or tried to delay or avoid getting pregnant","s806"
"2281","male sterilization","s807b"
"2282","iud","s807c"
"2283","injections","s807d"
"2284","implants","s807e"
"2285","pill","s807f"
"2286","condom","s807g"
"2287","female condom","s807h"
"2288","diaphragm","s807i"
"2289","foam or jelly","s807j"
"2290","lactational amenorrhea (lam)","s807k"
"2291","periodic abstinence","s807l"
"2292","withdrawal","s807m"
"2293","other modern method","s807x"
"2294","other traditional method","s807y"
"2295","had constant secretion of urine or faeces from the vagina","s820"
"2296","still has problem of constant secretion of urine or faeces from the vagina","s821"
"2297","cause of constant secretion of urine or faeces from the vagina","s822"
"2298","beating justified if wife beats the children","s916c"
