Sex, NAME     ,    LABEL
women, h11_4     , had diarrhea recently   
women, h11_5     , had diarrhea recently   
women, h11_6     , had diarrhea recently   
women, h11b_1    , blood in the stools 
women, h11b_2    , blood in the stools 
women, h11b_3    , blood in the stools 
women, h11b_4    , blood in the stools 
women, h11b_5    , blood in the stools 
women, h11b_6    , blood in the stools 
women, h12a_1    , diarrhea: government hosp.  
women, h12a_2    , diarrhea: government hosp.  
women, h12a_3    , diarrhea: government hosp.  
women, h12a_4    , diarrhea: government hosp.  
women, h12a_5    , diarrhea: government hosp.  
women, h12a_6    , diarrhea: government hosp.  
women, h12b_1    , diarrhea: govt health center    
women, h12b_2    , diarrhea: govt health center    
women, h12b_3    , diarrhea: govt health center    
women, h12b_4    , diarrhea: govt health center    
women, h12b_5    , diarrhea: govt health center    
women, h12b_6    , diarrhea: govt health center    
women, h12c_1    , diarrhea: govt health post  
women, h12c_2    , diarrhea: govt health post  
women, h12c_3    , diarrhea: govt health post  
women, h12c_4    , diarrhea: govt health post  
women, h12c_5    , diarrhea: govt health post  
women, h12c_6    , diarrhea: govt health post  
women, h12d_1    , diarrhea: mobile clinic 
women, h12d_2    , diarrhea: mobile clinic 
women, h12d_3    , diarrhea: mobile clinic 
women, h12d_4    , diarrhea: mobile clinic 
women, h12d_5    , diarrhea: mobile clinic 
women, h12d_6    , diarrhea: mobile clinic 
women, h12e_1    , diarrhea: prov. hospital    
women, h12e_2    , diarrhea: prov. hospital    
women, h12e_3    , diarrhea: prov. hospital    
women, h12e_4    , diarrhea: prov. hospital    
women, h12e_5    , diarrhea: prov. hospital    
women, h12e_6    , diarrhea: prov. hospital    
women, h12f_1    , diarrhea: cs dist. hospital 
women, h12f_2    , diarrhea: cs dist. hospital 
women, h12f_3    , diarrhea: cs dist. hospital 
women, h12f_4    , diarrhea: cs dist. hospital 
women, h12f_5    , diarrhea: cs dist. hospital 
women, h12f_6    , diarrhea: cs dist. hospital 
women, h12g_1    , diarrhea: cs outreach   
women, h12g_2    , diarrhea: cs outreach   
women, h12g_3    , diarrhea: cs outreach   
women, h12g_4    , diarrhea: cs outreach   
women, h12g_5    , diarrhea: cs outreach   
women, h12g_6    , diarrhea: cs outreach   
women, h12h_1    , diarrhea: cs military hosp. 
women, h12h_2    , diarrhea: cs military hosp. 
women, h12h_3    , diarrhea: cs military hosp. 
women, h12h_4    , diarrhea: cs military hosp. 
women, h12h_5    , diarrhea: cs military hosp. 
women, h12h_6    , diarrhea: cs military hosp. 
women, h12i_1    , diarrhea: other public sector   
women, h12i_2    , diarrhea: other public sector   
women, h12i_3    , diarrhea: other public sector   
women, h12i_4    , diarrhea: other public sector   
women, h12i_5    , diarrhea: other public sector   
women, h12i_6    , diarrhea: other public sector   
women, h12j_1    , diarrhea: private hosp/clin.    
women, h12j_2    , diarrhea: private hosp/clin.    
women, h12j_3    , diarrhea: private hosp/clin.    
women, h12j_4    , diarrhea: private hosp/clin.    
women, h12j_5    , diarrhea: private hosp/clin.    
women, h12j_6    , diarrhea: private hosp/clin.    
women, h12k_1    , diarrhea: private pharmacy  
women, h12k_2    , diarrhea: private pharmacy  
women, h12k_3    , diarrhea: private pharmacy  
women, h12k_4    , diarrhea: private pharmacy  
women, h12k_5    , diarrhea: private pharmacy  
women, h12k_6    , diarrhea: private pharmacy  
women, h12l_1    , diarrhea: private doctor    
women, h12l_2    , diarrhea: private doctor    
women, h12l_3    , diarrhea: private doctor    
women, h12l_4    , diarrhea: private doctor    
women, h12l_5    , diarrhea: private doctor    
women, h12l_6    , diarrhea: private doctor    
women, h12m_1    , diarrhea: private mobile cln    
women, h12m_2    , diarrhea: private mobile cln    
women, h12m_3    , diarrhea: private mobile cln    
women, h12m_4    , diarrhea: private mobile cln    
women, h12m_5    , diarrhea: private mobile cln    
women, h12m_6    , diarrhea: private mobile cln    
women, h12n_1    , diarrhea: private fieldworker   
women, h12n_2    , diarrhea: private fieldworker   
women, h12n_3    , diarrhea: private fieldworker   
women, h12n_4    , diarrhea: private fieldworker   
women, h12n_5    , diarrhea: private fieldworker   
women, h12n_6    , diarrhea: private fieldworker   
women, h12o_1    , diarrhea: cs visit of trained health worker 
women, h12o_2    , diarrhea: cs visit of trained health worker 
women, h12o_3    , diarrhea: cs visit of trained health worker 
women, h12o_4    , diarrhea: cs visit of trained health worker 
women, h12o_5    , diarrhea: cs visit of trained health worker 
women, h12o_6    , diarrhea: cs visit of trained health worker 
women, h12p_1    , diarrhea: cs med.priv sector    
women, h12p_2    , diarrhea: cs med.priv sector    
women, h12p_3    , diarrhea: cs med.priv sector    
women, h12p_4    , diarrhea: cs med.priv sector    
women, h12p_5    , diarrhea: cs med.priv sector    
women, h12p_6    , diarrhea: cs med.priv sector    
women, h12q_1    , diarrhea: cs med.priv sector    
women, h12q_2    , diarrhea: cs med.priv sector    
women, h12q_3    , diarrhea: cs med.priv sector    
women, h12q_4    , diarrhea: cs med.priv sector    
women, h12q_5    , diarrhea: cs med.priv sector    
women, h12q_6    , diarrhea: cs med.priv sector    
women, h12r_1    , diarrhea: other med.priv sect.  
women, h12r_2    , diarrhea: other med.priv sect.  
women, h12r_3    , diarrhea: other med.priv sect.  
women, h12r_4    , diarrhea: other med.priv sect.  
women, h12r_5    , diarrhea: other med.priv sect.  
women, h12r_6    , diarrhea: other med.priv sect.  
women, h12s_1    , diarrhea: shop  
women, h12s_2    , diarrhea: shop  
women, h12s_3    , diarrhea: shop  
women, h12s_4    , diarrhea: shop  
women, h12s_5    , diarrhea: shop  
women, h12s_6    , diarrhea: shop  
women, h12t_1    , diarrhea: traditional pract.    
women, h12t_2    , diarrhea: traditional pract.    
women, h12t_3    , diarrhea: traditional pract.    
women, h12t_4    , diarrhea: traditional pract.    
women, h12t_5    , diarrhea: traditional pract.    
women, h12t_6    , diarrhea: traditional pract.    
women, h12u_1    , diarrhea: cs oth.priv sector    
women, h12u_2    , diarrhea: cs oth.priv sector    
women, h12u_3    , diarrhea: cs oth.priv sector    
women, h12u_4    , diarrhea: cs oth.priv sector    
women, h12u_5    , diarrhea: cs oth.priv sector    
women, h12u_6    , diarrhea: cs oth.priv sector    
women, h12v_1    , diarrhea: cs oth.priv sector    
women, h12v_2    , diarrhea: cs oth.priv sector    
women, h12v_3    , diarrhea: cs oth.priv sector    
women, h12v_4    , diarrhea: cs oth.priv sector    
women, h12v_5    , diarrhea: cs oth.priv sector    
women, h12v_6    , diarrhea: cs oth.priv sector    
women, h12w_1    , diarrhea: cs oth.priv sector    
women, h12w_2    , diarrhea: cs oth.priv sector    
women, h12w_3    , diarrhea: cs oth.priv sector    
women, h12w_4    , diarrhea: cs oth.priv sector    
women, h12w_5    , diarrhea: cs oth.priv sector    
women, h12w_6    , diarrhea: cs oth.priv sector    
women, h12x_1    , diarrhea: other 
women, h12x_2    , diarrhea: other 
women, h12x_3    , diarrhea: other 
women, h12x_4    , diarrhea: other 
women, h12x_5    , diarrhea: other 
women, h12x_6    , diarrhea: other 
women, h12y_1    , diarrhea: no treatment  
women, h12y_2    , diarrhea: no treatment  
women, h12y_3    , diarrhea: no treatment  
women, h12y_4    , diarrhea: no treatment  
women, h12y_5    , diarrhea: no treatment  
women, h12y_6    , diarrhea: no treatment  
women, h12z_1    , diarrhea: medical treatment 
women, h12z_2    , diarrhea: medical treatment 
women, h12z_3    , diarrhea: medical treatment 
women, h12z_4    , diarrhea: medical treatment 
women, h12z_5    , diarrhea: medical treatment 
women, h12z_6    , diarrhea: medical treatment 
women, h13_1     , given oral rehydration  
women, h13_2     , given oral rehydration  
women, h13_3     , given oral rehydration  
women, h13_4     , given oral rehydration  
women, h13_5     , given oral rehydration  
women, h13_6     , given oral rehydration  
women, h13b_1    , given a pre-packaged ors liquid 
women, h13b_2    , given a pre-packaged ors liquid 
women, h13b_3    , given a pre-packaged ors liquid 
women, h13b_4    , given a pre-packaged ors liquid 
women, h13b_5    , given a pre-packaged ors liquid 
women, h13b_6    , given a pre-packaged ors liquid 
women, h14_1     , given recommend. home solution  
women, h14_2     , given recommend. home solution  
women, h14_3     , given recommend. home solution  
women, h14_4     , given recommend. home solution  
women, h14_5     , given recommend. home solution  
women, h14_6     , given recommend. home solution  
women, h15_1     , given antibiotic pills or syrups    
women, h15_2     , given antibiotic pills or syrups    
women, h15_3     , given antibiotic pills or syrups    
women, h15_4     , given antibiotic pills or syrups    
women, h15_5     , given antibiotic pills or syrups    
women, h15_6     , given antibiotic pills or syrups    
women, h15a_1    , given antimotility  
women, h15a_2    , given antimotility  
women, h15a_3    , given antimotility  
women, h15a_4    , given antimotility  
women, h15a_5    , given antimotility  
women, h15a_6    , given antimotility  
women, h15b_1    , given an antibiotic injection   
women, h15b_2    , given an antibiotic injection   
women, h15b_3    , given an antibiotic injection   
women, h15b_4    , given an antibiotic injection   
women, h15b_5    , given an antibiotic injection   
women, h15b_6    , given an antibiotic injection   
women, h15c_1    , given an intravenous (iv)   
women, h15c_2    , given an intravenous (iv)   
women, h15c_3    , given an intravenous (iv)   
women, h15c_4    , given an intravenous (iv)   
women, h15c_5    , given an intravenous (iv)   
women, h15c_6    , given an intravenous (iv)   
women, h15d_1    , given home remed/ herbal med.  
women, h15d_2    , given home remed/ herbal med.  
women, h15d_3    , given home remed/ herbal med.  
women, h15d_4    , given home remed/ herbal med.  
women, h15d_5    , given home remed/ herbal med.  
women, h15d_6    , given home remed/ herbal med.  
women, h15e_1    , given zinc  
women, h15e_2    , given zinc  
women, h15e_3    , given zinc  
women, h15e_4    , given zinc  
women, h15e_5    , given zinc  
women, h15e_6    , given zinc  
women, h15f_1    , given other (not antibioti/ antimotilit/ zinc)    
women, h15f_2    , given other (not antibioti/ antimotilit/ zinc)    
women, h15f_3    , given other (not antibioti/ antimotilit/ zinc)    
women, h15f_4    , given other (not antibioti/ antimotilit/ zinc)    
women, h15f_5    , given other (not antibioti/ antimotilit/ zinc)    
women, h15f_6    , given other (not antibioti/ antimotilit/ zinc)    
women, h15g_1    , given unknown pill or syrup 
women, h15g_2    , given unknown pill or syrup 
women, h15g_3    , given unknown pill or syrup 
women, h15g_4    , given unknown pill or syrup 
women, h15g_5    , given unknown pill or syrup 
women, h15g_6    , given unknown pill or syrup 
women, h15h_1    , given not antibiotic injection  
women, h15h_2    , given not antibiotic injection  
women, h15h_3    , given not antibiotic injection  
women, h15h_4    , given not antibiotic injection  
women, h15h_5    , given not antibiotic injection  
women, h15h_6    , given not antibiotic injection  
women, h15i_1    , given unknown injection 
women, h15i_2    , given unknown injection 
women, h15i_3    , given unknown injection 
women, h15i_4    , given unknown injection 
women, h15i_5    , given unknown injection 
women, h15i_6    , given unknown injection 
women, h15j_1    , given cs: perfusion 
women, h15j_2    , given cs: perfusion 
women, h15j_3    , given cs: perfusion 
women, h15j_4    , given cs: perfusion 
women, h15j_5    , given cs: perfusion 
women, h15j_6    , given cs: perfusion 
women, h15k_1    , given cs    
women, h15k_2    , given cs    
women, h15k_3    , given cs    
women, h15k_4    , given cs    
women, h15k_5    , given cs    
women, h15k_6    , given cs    
women, h15l_1    , given cs    
women, h15l_2    , given cs    
women, h15l_3    , given cs    
women, h15l_4    , given cs    
women, h15l_5    , given cs    
women, h15l_6    , given cs    
women, h15m_1    , given cs    
women, h15m_2    , given cs    
women, h15m_3    , given cs    
women, h15m_4    , given cs    
women, h15m_5    , given cs    
women, h15m_6    , given cs    
women, h20_1     , given other treatment   
women, h20_2     , given other treatment   
women, h20_3     , given other treatment   
women, h20_4     , given other treatment   
women, h20_5     , given other treatment   
women, h20_6     , given other treatment   
women, h21a_1    , given no treatment  
women, h21a_2    , given no treatment  
women, h21a_3    , given no treatment  
women, h21a_4    , given no treatment  
women, h21a_5    , given no treatment  
women, h21a_6    , given no treatment  
women, h21_1     , received any treatment  
women, h21_2     , received any treatment  
women, h21_3     , received any treatment  
women, h21_4     , received any treatment  
women, h21_5     , received any treatment  
women, h21_6     , received any treatment  
women, h22_1     , had fever in last two weeks 
women, h22_2     , had fever in last two weeks 
women, h22_3     , had fever in last two weeks 
women, h22_4     , had fever in last two weeks 
women, h22_5     , had fever in last two weeks 
women, h22_6     , had fever in last two weeks 
women, h31_1     , had cough in last two weeks 
women, h31_2     , had cough in last two weeks 
women, h31_3     , had cough in last two weeks 
women, h31_4     , had cough in last two weeks 
women, h31_5     , had cough in last two weeks 
women, h31_6     , had cough in last two weeks 
women, h31b_1    , shor/ rapid breaths    
women, h31b_2    , shor/ rapid breaths    
women, h31b_3    , shor/ rapid breaths    
women, h31b_4    , shor/ rapid breaths    
women, h31b_5    , shor/ rapid breaths    
women, h31b_6    , shor/ rapid breaths    
women, h31c_1    , problem in the chest or blocked or running nose 
women, h31c_2    , problem in the chest or blocked or running nose 
women, h31c_3    , problem in the chest or blocked or running nose 
women, h31c_4    , problem in the chest or blocked or running nose 
women, h31c_5    , problem in the chest or blocked or running nose 
women, h31c_6    , problem in the chest or blocked or running nose 
women, h31d_1    , had fever/cough in last 2 weeks: amount offered to drink    
women, h31d_2    , had fever/cough in last 2 weeks: amount offered to drink    
women, h31d_3    , had fever/cough in last 2 weeks: amount offered to drink    
women, h31d_4    , had fever/cough in last 2 weeks: amount offered to drink    
women, h31d_5    , had fever/cough in last 2 weeks: amount offered to drink    
women, h31d_6    , had fever/cough in last 2 weeks: amount offered to drink    
women, h31e_1    , had fever/cough in last 2 weeks: amount offered to eat  
women, h31e_2    , had fever/cough in last 2 weeks: amount offered to eat  
women, h31e_3    , had fever/cough in last 2 weeks: amount offered to eat  
women, h31e_4    , had fever/cough in last 2 weeks: amount offered to eat  
women, h31e_5    , had fever/cough in last 2 weeks: amount offered to eat  
women, h31e_6    , had fever/cough in last 2 weeks: amount offered to eat  
women, h32a_1    , fever/cough: government hosp.   
women, h32a_2    , fever/cough: government hosp.   
women, h32a_3    , fever/cough: government hosp.   
women, h32a_4    , fever/cough: government hosp.   
women, h32a_5    , fever/cough: government hosp.   
women, h32a_6    , fever/cough: government hosp.   
women, h32b_1    , fever/cough: govt health cntr   
women, h32b_2    , fever/cough: govt health cntr   
women, h32b_3    , fever/cough: govt health cntr   
women, h32b_4    , fever/cough: govt health cntr   
women, h32b_5    , fever/cough: govt health cntr   
women, h32b_6    , fever/cough: govt health cntr   
women, h32c_1    , fever/cough: govt health post   
women, h32c_2    , fever/cough: govt health post   
women, h32c_3    , fever/cough: govt health post   
women, h32c_4    , fever/cough: govt health post   
women, h32c_5    , fever/cough: govt health post   
women, h32c_6    , fever/cough: govt health post   
women, h32d_1    , fever/cough: cs prov. hosp. 
women, h32d_2    , fever/cough: cs prov. hosp. 
women, h32d_3    , fever/cough: cs prov. hosp. 
women, h32d_4    , fever/cough: cs prov. hosp. 
women, h32d_5    , fever/cough: cs prov. hosp. 
women, h32d_6    , fever/cough: cs prov. hosp. 
women, h32e_1    , fever/cough: comm.health wrkr   
women, h32e_2    , fever/cough: comm.health wrkr   
women, h32e_3    , fever/cough: comm.health wrkr   
women, h32e_4    , fever/cough: comm.health wrkr   
women, h32e_5    , fever/cough: comm.health wrkr   
women, h32e_6    , fever/cough: comm.health wrkr   
women, h32f_1    , fever/cough: cs dist. hosp. 
women, h32f_2    , fever/cough: cs dist. hosp. 
women, h32f_3    , fever/cough: cs dist. hosp. 
women, h32f_4    , fever/cough: cs dist. hosp. 
women, h32f_5    , fever/cough: cs dist. hosp. 
women, h32f_6    , fever/cough: cs dist. hosp. 
women, h32g_1    , fever/cough: cs outreach    
women, h32g_2    , fever/cough: cs outreach    
women, h32g_3    , fever/cough: cs outreach    
women, h32g_4    , fever/cough: cs outreach    
women, h32g_5    , fever/cough: cs outreach    
women, h32g_6    , fever/cough: cs outreach    
women, h32h_1    , fever/cough: cs military hosp.  
women, h32h_2    , fever/cough: cs military hosp.  
women, h32h_3    , fever/cough: cs military hosp.  
women, h32h_4    , fever/cough: cs military hosp.  
women, h32h_5    , fever/cough: cs military hosp.  
women, h32h_6    , fever/cough: cs military hosp.  
women, h32i_1    , fever/cough: oth public sector  
women, h32i_2    , fever/cough: oth public sector  
women, h32i_3    , fever/cough: oth public sector  
women, h32i_4    , fever/cough: oth public sector  
women, h32i_5    , fever/cough: oth public sector  
women, h32i_6    , fever/cough: oth public sector  
women, h32j_1    , fever/cough: private hosp/clin  
women, h32j_2    , fever/cough: private hosp/clin  
women, h32j_3    , fever/cough: private hosp/clin  
women, h32j_4    , fever/cough: private hosp/clin  
women, h32j_5    , fever/cough: private hosp/clin  
women, h32j_6    , fever/cough: private hosp/clin  
women, h32k_1    , fever/cough: private pharmacy   
women, h32k_2    , fever/cough: private pharmacy   
women, h32k_3    , fever/cough: private pharmacy   
women, h32k_4    , fever/cough: private pharmacy   
women, h32k_5    , fever/cough: private pharmacy   
women, h32k_6    , fever/cough: private pharmacy   
women, h32l_1    , fever/cough: private doctor 
women, h32l_2    , fever/cough: private doctor 
women, h32l_3    , fever/cough: private doctor 
women, h32l_4    , fever/cough: private doctor 
women, h32l_5    , fever/cough: private doctor 
women, h32l_6    , fever/cough: private doctor 
women, h32m_1    , fever/cough: private mobile cl  
women, h32m_2    , fever/cough: private mobile cl  
women, h32m_3    , fever/cough: private mobile cl  
women, h32m_4    , fever/cough: private mobile cl  
women, h32m_5    , fever/cough: private mobile cl  
women, h32m_6    , fever/cough: private mobile cl  
women, h32n_1    , fever/cough: comm.health wrkr   
women, h32n_2    , fever/cough: comm.health wrkr   
women, h32n_3    , fever/cough: comm.health wrkr   
women, h32n_4    , fever/cough: comm.health wrkr   
women, h32n_5    , fever/cough: comm.health wrkr   
women, h32n_6    , fever/cough: comm.health wrkr   
women, h32o_1    , fever/cough: cs visit of trained health worker  
women, h32o_2    , fever/cough: cs visit of trained health worker  
women, h32o_3    , fever/cough: cs visit of trained health worker  
women, h32o_4    , fever/cough: cs visit of trained health worker  
women, h32o_5    , fever/cough: cs visit of trained health worker  
women, h32o_6    , fever/cough: cs visit of trained health worker  
women, h32p_1    , fever/cough: cs med.priv sect   
women, h32p_2    , fever/cough: cs med.priv sect   
women, h32p_3    , fever/cough: cs med.priv sect   
women, h32p_4    , fever/cough: cs med.priv sect   
women, h32p_5    , fever/cough: cs med.priv sect   
women, h32p_6    , fever/cough: cs med.priv sect   
women, h32q_1    , fever/cough: cs med.priv sect   
women, h32q_2    , fever/cough: cs med.priv sect   
women, h32q_3    , fever/cough: cs med.priv sect   
women, h32q_4    , fever/cough: cs med.priv sect   
women, h32q_5    , fever/cough: cs med.priv sect   
women, h32q_6    , fever/cough: cs med.priv sect   
women, h32r_1    , fever/cough: oth med.priv sect  
women, h32r_2    , fever/cough: oth med.priv sect  
women, h32r_3    , fever/cough: oth med.priv sect  
women, h32r_4    , fever/cough: oth med.priv sect  
women, h32r_5    , fever/cough: oth med.priv sect  
women, h32r_6    , fever/cough: oth med.priv sect  
women, h32s_1    , fever/cough: shop   
women, h32s_2    , fever/cough: shop   
women, h32s_3    , fever/cough: shop   
women, h32s_4    , fever/cough: shop   
women, h32s_5    , fever/cough: shop   
women, h32s_6    , fever/cough: shop   
women, h32t_1    , fever/cough: traditional pract  
women, h32t_2    , fever/cough: traditional pract  
women, h32t_3    , fever/cough: traditional pract  
women, h32t_4    , fever/cough: traditional pract  
women, h32t_5    , fever/cough: traditional pract  
women, h32t_6    , fever/cough: traditional pract  
women, h32u_1    , fever/cough: cs oth.priv sect   
women, h32u_2    , fever/cough: cs oth.priv sect   
women, h32u_3    , fever/cough: cs oth.priv sect   
women, h32u_4    , fever/cough: cs oth.priv sect   
women, h32u_5    , fever/cough: cs oth.priv sect   
women, h32u_6    , fever/cough: cs oth.priv sect   
women, h32v_1    , fever/cough: cs oth.priv sect   
women, h32v_2    , fever/cough: cs oth.priv sect   
women, h32v_3    , fever/cough: cs oth.priv sect   
women, h32v_4    , fever/cough: cs oth.priv sect   
women, h32v_5    , fever/cough: cs oth.priv sect   
women, h32v_6    , fever/cough: cs oth.priv sect   
women, h32w_1    , fever/cough: cs oth.priv sect   
women, h32w_2    , fever/cough: cs oth.priv sect   
women, h32w_3    , fever/cough: cs oth.priv sect   
women, h32w_4    , fever/cough: cs oth.priv sect   
women, h32w_5    , fever/cough: cs oth.priv sect   
women, h32w_6    , fever/cough: cs oth.priv sect   
women, h32x_1    , fever/cough: other  
women, h32x_2    , fever/cough: other  
women, h32x_3    , fever/cough: other  
women, h32x_4    , fever/cough: other  
women, h32x_5    , fever/cough: other  
women, h32x_6    , fever/cough: other  
women, h32y_1    , fever/cough: no treatment   
women, h32y_2    , fever/cough: no treatment   
women, h32y_3    , fever/cough: no treatment   
women, h32y_4    , fever/cough: no treatment   
women, h32y_5    , fever/cough: no treatment   
women, h32y_6    , fever/cough: no treatment   
women, h32z_1    , fever/cough: medical treatment  
women, h32z_2    , fever/cough: medical treatment  
women, h32z_3    , fever/cough: medical treatment  
women, h32z_4    , fever/cough: medical treatment  
women, h32z_5    , fever/cough: medical treatment  
women, h32z_6    , fever/cough: medical treatment  
women, h33_1     , received vitamin a1 (most recent)   
women, h33_2     , received vitamin a1 (most recent)   
women, h33_3     , received vitamin a1 (most recent)   
women, h33_4     , received vitamin a1 (most recent)   
women, h33_5     , received vitamin a1 (most recent)   
women, h33_6     , received vitamin a1 (most recent)   
women, h33d_1    , vitamin a1 day  
women, h33d_2    , vitamin a1 day  
women, h33d_3    , vitamin a1 day  
women, h33d_4    , vitamin a1 day  
women, h33d_5    , vitamin a1 day  
women, h33d_6    , vitamin a1 day  
women, h33m_1    , vitamin a1 month    
women, h33m_2    , vitamin a1 month    
women, h33m_3    , vitamin a1 month    
women, h33m_4    , vitamin a1 month    
women, h33m_5    , vitamin a1 month    
women, h33m_6    , vitamin a1 month    
women, h33y_1    , vitamin a1 year 
women, h33y_2    , vitamin a1 year 
women, h33y_3    , vitamin a1 year 
women, h33y_4    , vitamin a1 year 
women, h33y_5    , vitamin a1 year 
women, h33y_6    , vitamin a1 year 
women, h34_1     , vitamin a in last 6 months  
women, h34_2     , vitamin a in last 6 months  
women, h34_3     , vitamin a in last 6 months  
women, h34_4     , vitamin a in last 6 months  
women, h34_5     , vitamin a in last 6 months  
women, h34_6     , vitamin a in last 6 months  
women, h35_1     , any vaccinations in last 2 years part of campaign   
women, h35_2     , any vaccinations in last 2 years part of campaign   
women, h35_3     , any vaccinations in last 2 years part of campaign   
women, h35_4     , any vaccinations in last 2 years part of campaign   
women, h35_5     , any vaccinations in last 2 years part of campaign   
women, h35_6     , any vaccinations in last 2 years part of campaign   
women, h36a_1    , vaccinated during campaign a    
women, h36a_2    , vaccinated during campaign a    
women, h36a_3    , vaccinated during campaign a    
women, h36a_4    , vaccinated during campaign a    
women, h36a_5    , vaccinated during campaign a    
women, h36a_6    , vaccinated during campaign a    
women, h36b_1    , vaccinated during campaign b    
women, h36b_2    , vaccinated during campaign b    
women, h36b_3    , vaccinated during campaign b    
women, h36b_4    , vaccinated during campaign b    
women, h36b_5    , vaccinated during campaign b    
women, h36b_6    , vaccinated during campaign b    
women, h36c_1    , vaccinated during campaign c    
women, h36c_2    , vaccinated during campaign c    
women, h36c_3    , vaccinated during campaign c    
women, h36c_4    , vaccinated during campaign c    
women, h36c_5    , vaccinated during campaign c    
women, h36c_6    , vaccinated during campaign c    
women, h36d_1    , vaccinated during campaign d    
women, h36d_2    , vaccinated during campaign d    
women, h36d_3    , vaccinated during campaign d    
women, h36d_4    , vaccinated during campaign d    
women, h36d_5    , vaccinated during campaign d    
women, h36d_6    , vaccinated during campaign d    
women, h36e_1    , vaccinated during campaign e    
women, h36e_2    , vaccinated during campaign e    
women, h36e_3    , vaccinated during campaign e    
women, h36e_4    , vaccinated during campaign e    
women, h36e_5    , vaccinated during campaign e    
women, h36e_6    , vaccinated during campaign e    
women, h36f_1    , vaccinated during campaign f    
women, h36f_2    , vaccinated during campaign f    
women, h36f_3    , vaccinated during campaign f    
women, h36f_4    , vaccinated during campaign f    
women, h36f_5    , vaccinated during campaign f    
women, h36f_6    , vaccinated during campaign f    
women, h37a_1    , fansidar taken for fever/cough  
women, h37a_2    , fansidar taken for fever/cough  
women, h37a_3    , fansidar taken for fever/cough  
women, h37a_4    , fansidar taken for fever/cough  
women, h37a_5    , fansidar taken for fever/cough  
women, h37a_6    , fansidar taken for fever/cough  
women, h37b_1    , chloroquine taken for fever/cough   
women, h37b_2    , chloroquine taken for fever/cough   
women, h37b_3    , chloroquine taken for fever/cough   
women, h37b_4    , chloroquine taken for fever/cough   
women, h37b_5    , chloroquine taken for fever/cough   
women, h37b_6    , chloroquine taken for fever/cough   
women, h37c_1    , amodiaquine taken for fever/cough   
women, h37c_2    , amodiaquine taken for fever/cough   
women, h37c_3    , amodiaquine taken for fever/cough   
women, h37c_4    , amodiaquine taken for fever/cough   
women, h37c_5    , amodiaquine taken for fever/cough   
women, h37c_6    , amodiaquine taken for fever/cough   
women, h37d_1    , quinine taken for fever/cough   
women, h37d_2    , quinine taken for fever/cough   
women, h37d_3    , quinine taken for fever/cough   
women, h37d_4    , quinine taken for fever/cough   
women, h37d_5    , quinine taken for fever/cough   
women, h37d_6    , quinine taken for fever/cough   
women, h37e_1    , combination with artemisinin taken for fever/cough  
women, h37e_2    , combination with artemisinin taken for fever/cough  
women, h37e_3    , combination with artemisinin taken for fever/cough  
women, h37e_4    , combination with artemisinin taken for fever/cough  
women, h37e_5    , combination with artemisinin taken for fever/cough  
women, h37e_6    , combination with artemisinin taken for fever/cough  
women, h37f_1    , cs antimalarial taken for fever/cough: malarine 
women, h37f_2    , cs antimalarial taken for fever/cough: malarine 
women, h37f_3    , cs antimalarial taken for fever/cough: malarine 
women, h37f_4    , cs antimalarial taken for fever/cough: malarine 
women, h37f_5    , cs antimalarial taken for fever/cough: malarine 
women, h37f_6    , cs antimalarial taken for fever/cough: malarine 
women, h37g_1    , cs antimalarial taken for fever/cough: a+m(//4)   
women, h37g_2    , cs antimalarial taken for fever/cough: a+m(//4)   
women, h37g_3    , cs antimalarial taken for fever/cough: a+m(//4)   
women, h37g_4    , cs antimalarial taken for fever/cough: a+m(//4)   
women, h37g_5    , cs antimalarial taken for fever/cough: a+m(//4)   
women, h37g_6    , cs antimalarial taken for fever/cough: a+m(//4)   
women, h37h_1    , other antimalarial taken for fever/cough    
women, h37h_2    , other antimalarial taken for fever/cough    
women, h37h_3    , other antimalarial taken for fever/cough    
women, h37h_4    , other antimalarial taken for fever/cough    
women, h37h_5    , other antimalarial taken for fever/cough    
women, h37h_6    , other antimalarial taken for fever/cough    
women, h37i_1    , pills/syrup taken for fever/cough   
women, h37i_2    , pills/syrup taken for fever/cough   
women, h37i_3    , pills/syrup taken for fever/cough   
women, h37i_4    , pills/syrup taken for fever/cough   
women, h37i_5    , pills/syrup taken for fever/cough   
women, h37i_6    , pills/syrup taken for fever/cough   
women, h37j_1    , injection taken for fever/cough 
women, h37j_2    , injection taken for fever/cough 
women, h37j_3    , injection taken for fever/cough 
women, h37j_4    , injection taken for fever/cough 
women, h37j_5    , injection taken for fever/cough 
women, h37j_6    , injection taken for fever/cough 
women, h37k_1    , aspirin taken for fever/cough   
women, h37k_2    , aspirin taken for fever/cough   
women, h37k_3    , aspirin taken for fever/cough   
women, h37k_4    , aspirin taken for fever/cough   
women, h37k_5    , aspirin taken for fever/cough   
women, h37k_6    , aspirin taken for fever/cough   
women, h37l_1    , acetaminophen taken for fever/cough 
women, h37l_2    , acetaminophen taken for fever/cough 
women, h37l_3    , acetaminophen taken for fever/cough 
women, h37l_4    , acetaminophen taken for fever/cough 
women, h37l_5    , acetaminophen taken for fever/cough 
women, h37l_6    , acetaminophen taken for fever/cough 
women, h37m_1    , ibuprofen taken for fever/cough 
women, h37m_2    , ibuprofen taken for fever/cough 
women, h37m_3    , ibuprofen taken for fever/cough 
