QM717        , MV784A-MV784X              , Place to get tested for AIDS virus
QM718        , in MV856                   , Have heard of test kits for HIV self testing
QM719        , in MV856                   , Have ever tested using self-test kits
QM720        , MV825                      , Would buy vegetables from vendor with AIDS
QM721        , MV857A                     , Children with HIV should be allowed to go to school with who do not have HIV
QM722        , MV857B                     , People don’t test for HIV because they are afraid of reaction of other people
QM723        , MV857C                     , People talk bad about people living with (or suspected of) living with HIV
QM724        , MV857D                     , People living with HIV loose respect of other people
QM725        , MV777A                     , Agree with statement (I would be ashamed if someone in my family had HIV)
QM726        , MV858                      , Fear getting infected if in contact with saliva of HIV infected person
QM727        , MV785                      , Heard about other STDs
QM730        , MV763A                     , Had an STD in last 12 months
QM731        , MV763C                     , Genital discharge in last 12 months
QM732        , MV763B                     , Genital sore or ulcer in last 12 months
QM734        , MV770                      , Seek advice or treatment
QM735        , MV770A-MV770X              , Place where sought advice or treatment for STD
QM736        , MV822                      , Justified to ask for use of condoms when husband has a disease
QM737        , MV633B                     , Right to refuse sex (husband has other partners)
QMSEC08      , MREC41                     , [Men] Other Health Issues
M801         , MV483                      , Respondent circumcised
M802         , MV483A                     , Age at circumcision
QM803        , MV483B                     , Who performed circumcision
QM804        , MV483C                     , Place of circumcision
QM805        , MV477                      , Number of injections in last 12 months
QM806        , MV478                      , Number of injections by health professional
QM807        , MV480                      , Syringe or needle from new package
QM808        , MV463AA                    , Frequency smoking tobacco currently
QM809        , MV463AC                    , In the past/smoked every day
QM810        , MV463AD                    , Frequency smoked tobacco in the past
QM811A       , MV464A                     , Daily frequency of smoking (manufactured cigarettes)
QM811B       , MV464B                     , Daily frequency of smoking (hand-rolled cigarettes)
QM811C       , MV464C                     , Daily frequency of smoking (kreteks)
QM811D       , MV464D                     , Daily frequency of smoking (pipes full of tobacco)
QM811E       , MV464E                     , Daily frequency of smoking (cigars/cheroots or cigarillos)
QM811F       , MV464F                     , Daily frequency of smoking (number of water pipe cessions)
QM811G       , MV464G                     , Daily frequency of smoking (others)
QM812A       , MV484A                     , Weekly frequency of smoking (manufactured cigarettes)
QM812B       , MV484B                     , Weekly frequency of smoking (hand-rolled cigarettes)
QM812C       , MV484C                     , Weekly frequency of smoking (kreteks)
QM812D       , MV484D                     , Weekly frequency of smoking (pipes full of tobacco)
QM812E       , MV484E                     , Weekly frequency of smoking (cigars/cheroots or cigarillos)
QM812F       , MV484F                     , Weekly frequency of smoking (number of water pipe cessions)
QM812G       , MV484G                     , Weekly frequency of smoking (others)
QM813        , MV463AB                    , Frequency using smokeless tobacco
QM814A       , MV464H                     , Daily frequency using smokeless (snuff by mouth)
QM814B       , MV464I                     , Daily frequency using smokeless (snuff by nose)
QM814C       , MV464J                     , Daily frequency using smokeless (chewing tobacco)
QM814D       , MV464K                     , Daily frequency using smokeless (betel quid with tobacco)
QM814E       , MV464L                     , Daily frequency using smokeless (any others)
QM815A       , MV484H                     , Weekly frequency using smokeless (snuff by mouth)
QM815B       , MV484I                     , Weekly frequency using smokeless (snuff by nose)
QM815C       , MV484J                     , Weekly frequency using smokeless (chewing tobacco)
QM815D       , MV484K                     , Weekly frequency using smokeless (betel quid with tobacco)
QM815E       , MV484L                     , Weekly frequency using smokeless (any others)
QM816        , MV481                      , Health insurance
QM817        , MV481A-MV481X              , Type of health insurance
QM818H       , in MV802-MREC01            , End of interview (hour)
QM818M       , in MV802-MREC01            , End of interview (minutes)
