NAME      , LABEL
h15m_2    , given cs    
h15m_3    , given cs    
h15m_4    , given cs    
h15m_5    , given cs    
h15m_6    , given cs    
h20_1     , given other treatment   
h20_2     , given other treatment   
h20_3     , given other treatment   
h20_4     , given other treatment   
h20_5     , given other treatment   
h20_6     , given other treatment   
h21a_1    , given no treatment  
h21a_2    , given no treatment  
h21a_3    , given no treatment  
h21a_4    , given no treatment  
h21a_5    , given no treatment  
h21a_6    , given no treatment  
h21_1     , received any treatment  
h21_2     , received any treatment  
h21_3     , received any treatment  
h21_4     , received any treatment  
h21_5     , received any treatment  
h21_6     , received any treatment  
h22_1     , had fever in last two weeks 
h22_2     , had fever in last two weeks 
h22_3     , had fever in last two weeks 
h22_4     , had fever in last two weeks 
h22_5     , had fever in last two weeks 
h22_6     , had fever in last two weeks 
h31_1     , had cough in last two weeks 
h31_2     , had cough in last two weeks 
h31_3     , had cough in last two weeks 
h31_4     , had cough in last two weeks 
h31_5     , had cough in last two weeks 
h31_6     , had cough in last two weeks 
h31b_1    , shor/ rapid breaths    
h31b_2    , shor/ rapid breaths    
h31b_3    , shor/ rapid breaths    
h31b_4    , shor/ rapid breaths    
h31b_5    , shor/ rapid breaths    
h31b_6    , shor/ rapid breaths    
h31c_1    , problem in the chest or blocked or running nose 
h31c_2    , problem in the chest or blocked or running nose 
h31c_3    , problem in the chest or blocked or running nose 
h31c_4    , problem in the chest or blocked or running nose 
h31c_5    , problem in the chest or blocked or running nose 
h31c_6    , problem in the chest or blocked or running nose 
h31d_1    , had fever/cough in last 2 weeks: amount offered to drink    
h31d_2    , had fever/cough in last 2 weeks: amount offered to drink    
h31d_3    , had fever/cough in last 2 weeks: amount offered to drink    
h31d_4    , had fever/cough in last 2 weeks: amount offered to drink    
h31d_5    , had fever/cough in last 2 weeks: amount offered to drink    
h31d_6    , had fever/cough in last 2 weeks: amount offered to drink    
h31e_1    , had fever/cough in last 2 weeks: amount offered to eat  
h31e_2    , had fever/cough in last 2 weeks: amount offered to eat  
h31e_3    , had fever/cough in last 2 weeks: amount offered to eat  
h31e_4    , had fever/cough in last 2 weeks: amount offered to eat  
h31e_5    , had fever/cough in last 2 weeks: amount offered to eat  
h31e_6    , had fever/cough in last 2 weeks: amount offered to eat  
h32a_1    , fever/cough: government hosp.   
h32a_2    , fever/cough: government hosp.   
h32a_3    , fever/cough: government hosp.   
h32a_4    , fever/cough: government hosp.   
h32a_5    , fever/cough: government hosp.   
h32a_6    , fever/cough: government hosp.   
h32b_1    , fever/cough: govt health cntr   
h32b_2    , fever/cough: govt health cntr   
h32b_3    , fever/cough: govt health cntr   
h32b_4    , fever/cough: govt health cntr   
h32b_5    , fever/cough: govt health cntr   
h32b_6    , fever/cough: govt health cntr   
h32c_1    , fever/cough: govt health post   
h32c_2    , fever/cough: govt health post   
h32c_3    , fever/cough: govt health post   
h32c_4    , fever/cough: govt health post   
h32c_5    , fever/cough: govt health post   
h32c_6    , fever/cough: govt health post   
h32d_1    , fever/cough: cs prov. hosp. 
h32d_2    , fever/cough: cs prov. hosp. 
h32d_3    , fever/cough: cs prov. hosp. 
h32d_4    , fever/cough: cs prov. hosp. 
h32d_5    , fever/cough: cs prov. hosp. 
h32d_6    , fever/cough: cs prov. hosp. 
h32e_1    , fever/cough: comm.health wrkr   
h32e_2    , fever/cough: comm.health wrkr   
h32e_3    , fever/cough: comm.health wrkr   
h32e_4    , fever/cough: comm.health wrkr   
h32e_5    , fever/cough: comm.health wrkr   
h32e_6    , fever/cough: comm.health wrkr   
h32f_1    , fever/cough: cs dist. hosp. 
h32f_2    , fever/cough: cs dist. hosp. 
h32f_3    , fever/cough: cs dist. hosp. 
h32f_4    , fever/cough: cs dist. hosp. 
h32f_5    , fever/cough: cs dist. hosp. 
h32f_6    , fever/cough: cs dist. hosp. 
h32g_1    , fever/cough: cs outreach    
h32g_2    , fever/cough: cs outreach    
h32g_3    , fever/cough: cs outreach    
h32g_4    , fever/cough: cs outreach    
h32g_5    , fever/cough: cs outreach    
h32g_6    , fever/cough: cs outreach    
h32h_1    , fever/cough: cs military hosp.  
h32h_2    , fever/cough: cs military hosp.  
h32h_3    , fever/cough: cs military hosp.  
h32h_4    , fever/cough: cs military hosp.  
h32h_5    , fever/cough: cs military hosp.  
h32h_6    , fever/cough: cs military hosp.  
h32i_1    , fever/cough: oth public sector  
h32i_2    , fever/cough: oth public sector  
h32i_3    , fever/cough: oth public sector  
h32i_4    , fever/cough: oth public sector  
h32i_5    , fever/cough: oth public sector  
h32i_6    , fever/cough: oth public sector  
h32j_1    , fever/cough: private hosp/clin  
h32j_2    , fever/cough: private hosp/clin  
h32j_3    , fever/cough: private hosp/clin  
h32j_4    , fever/cough: private hosp/clin  
h32j_5    , fever/cough: private hosp/clin  
h32j_6    , fever/cough: private hosp/clin  
h32k_1    , fever/cough: private pharmacy   
h32k_2    , fever/cough: private pharmacy   
h32k_3    , fever/cough: private pharmacy   
h32k_4    , fever/cough: private pharmacy   
h32k_5    , fever/cough: private pharmacy   
h32k_6    , fever/cough: private pharmacy   
h32l_1    , fever/cough: private doctor 
h32l_2    , fever/cough: private doctor 
h32l_3    , fever/cough: private doctor 
h32l_4    , fever/cough: private doctor 
h32l_5    , fever/cough: private doctor 
h32l_6    , fever/cough: private doctor 
h32m_1    , fever/cough: private mobile cl  
h32m_2    , fever/cough: private mobile cl  
h32m_3    , fever/cough: private mobile cl  
h32m_4    , fever/cough: private mobile cl  
h32m_5    , fever/cough: private mobile cl  
h32m_6    , fever/cough: private mobile cl  
h32n_1    , fever/cough: comm.health wrkr   
h32n_2    , fever/cough: comm.health wrkr   
h32n_3    , fever/cough: comm.health wrkr   
h32n_4    , fever/cough: comm.health wrkr   
h32n_5    , fever/cough: comm.health wrkr   
h32n_6    , fever/cough: comm.health wrkr   
h32o_1    , fever/cough: cs visit of trained health worker  
h32o_2    , fever/cough: cs visit of trained health worker  
h32o_3    , fever/cough: cs visit of trained health worker  
h32o_4    , fever/cough: cs visit of trained health worker  
h32o_5    , fever/cough: cs visit of trained health worker  
h32o_6    , fever/cough: cs visit of trained health worker  
h32p_1    , fever/cough: cs med.priv sect   
h32p_2    , fever/cough: cs med.priv sect   
h32p_3    , fever/cough: cs med.priv sect   
h32p_4    , fever/cough: cs med.priv sect   
h32p_5    , fever/cough: cs med.priv sect   
h32p_6    , fever/cough: cs med.priv sect   
h32q_1    , fever/cough: cs med.priv sect   
h32q_2    , fever/cough: cs med.priv sect   
h32q_3    , fever/cough: cs med.priv sect   
h32q_4    , fever/cough: cs med.priv sect   
h32q_5    , fever/cough: cs med.priv sect   
h32q_6    , fever/cough: cs med.priv sect   
h32r_1    , fever/cough: oth med.priv sect  
h32r_2    , fever/cough: oth med.priv sect  
h32r_3    , fever/cough: oth med.priv sect  
h32r_4    , fever/cough: oth med.priv sect  
h32r_5    , fever/cough: oth med.priv sect  
h32r_6    , fever/cough: oth med.priv sect  
h32s_1    , fever/cough: shop   
h32s_2    , fever/cough: shop   
h32s_3    , fever/cough: shop   
h32s_4    , fever/cough: shop   
h32s_5    , fever/cough: shop   
h32s_6    , fever/cough: shop   
h32t_1    , fever/cough: traditional pract  
h32t_2    , fever/cough: traditional pract  
h32t_3    , fever/cough: traditional pract  
h32t_4    , fever/cough: traditional pract  
h32t_5    , fever/cough: traditional pract  
h32t_6    , fever/cough: traditional pract  
h32u_1    , fever/cough: cs oth.priv sect   
h32u_2    , fever/cough: cs oth.priv sect   
h32u_3    , fever/cough: cs oth.priv sect   
h32u_4    , fever/cough: cs oth.priv sect   
h32u_5    , fever/cough: cs oth.priv sect   
h32u_6    , fever/cough: cs oth.priv sect   
h32v_1    , fever/cough: cs oth.priv sect   
h32v_2    , fever/cough: cs oth.priv sect   
h32v_3    , fever/cough: cs oth.priv sect   
h32v_4    , fever/cough: cs oth.priv sect   
h32v_5    , fever/cough: cs oth.priv sect   
h32v_6    , fever/cough: cs oth.priv sect   
h32w_1    , fever/cough: cs oth.priv sect   
h32w_2    , fever/cough: cs oth.priv sect   
h32w_3    , fever/cough: cs oth.priv sect   
h32w_4    , fever/cough: cs oth.priv sect   
h32w_5    , fever/cough: cs oth.priv sect   
h32w_6    , fever/cough: cs oth.priv sect   
h32x_1    , fever/cough: other  
h32x_2    , fever/cough: other  
h32x_3    , fever/cough: other  
h32x_4    , fever/cough: other  
h32x_5    , fever/cough: other  
h32x_6    , fever/cough: other  
h32y_1    , fever/cough: no treatment   
h32y_2    , fever/cough: no treatment   
h32y_3    , fever/cough: no treatment   
h32y_4    , fever/cough: no treatment   
h32y_5    , fever/cough: no treatment   
h32y_6    , fever/cough: no treatment   
h32z_1    , fever/cough: medical treatment  
h32z_2    , fever/cough: medical treatment  
h32z_3    , fever/cough: medical treatment  
h32z_4    , fever/cough: medical treatment  
h32z_5    , fever/cough: medical treatment  
h32z_6    , fever/cough: medical treatment  
h33_1     , received vitamin a1 (most recent)   
h33_2     , received vitamin a1 (most recent)   
h33_3     , received vitamin a1 (most recent)   
h33_4     , received vitamin a1 (most recent)   
h33_5     , received vitamin a1 (most recent)   
h33_6     , received vitamin a1 (most recent)   
h33d_1    , vitamin a1 day  
h33d_2    , vitamin a1 day  
h33d_3    , vitamin a1 day  
h33d_4    , vitamin a1 day  
h33d_5    , vitamin a1 day  
h33d_6    , vitamin a1 day  
h33m_1    , vitamin a1 month    
h33m_2    , vitamin a1 month    
h33m_3    , vitamin a1 month    
h33m_4    , vitamin a1 month    
h33m_5    , vitamin a1 month    
h33m_6    , vitamin a1 month    
h33y_1    , vitamin a1 year 
h33y_2    , vitamin a1 year 
h33y_3    , vitamin a1 year 
h33y_4    , vitamin a1 year 
h33y_5    , vitamin a1 year 
h33y_6    , vitamin a1 year 
h34_1     , vitamin a in last 6 months  
h34_2     , vitamin a in last 6 months  
h34_3     , vitamin a in last 6 months  
h34_4     , vitamin a in last 6 months  
h34_5     , vitamin a in last 6 months  
h34_6     , vitamin a in last 6 months  
h35_1     , any vaccinations in last 2 years part of campaign   
h35_2     , any vaccinations in last 2 years part of campaign   
h35_3     , any vaccinations in last 2 years part of campaign   
h35_4     , any vaccinations in last 2 years part of campaign   
h35_5     , any vaccinations in last 2 years part of campaign   
h35_6     , any vaccinations in last 2 years part of campaign   
h36a_1    , vaccinated during campaign a    
h36a_2    , vaccinated during campaign a    
h36a_3    , vaccinated during campaign a    
h36a_4    , vaccinated during campaign a    
h36a_5    , vaccinated during campaign a    
h36a_6    , vaccinated during campaign a    
h36b_1    , vaccinated during campaign b    
h36b_2    , vaccinated during campaign b    
h36b_3    , vaccinated during campaign b    
h36b_4    , vaccinated during campaign b    
h36b_5    , vaccinated during campaign b    
h36b_6    , vaccinated during campaign b    
h36c_1    , vaccinated during campaign c    
h36c_2    , vaccinated during campaign c    
h36c_3    , vaccinated during campaign c    
h36c_4    , vaccinated during campaign c    
h36c_5    , vaccinated during campaign c    
h36c_6    , vaccinated during campaign c    
h36d_1    , vaccinated during campaign d    
h36d_2    , vaccinated during campaign d    
h36d_3    , vaccinated during campaign d    
h36d_4    , vaccinated during campaign d    
h36d_5    , vaccinated during campaign d    
h36d_6    , vaccinated during campaign d    
h36e_1    , vaccinated during campaign e    
h36e_2    , vaccinated during campaign e    
h36e_3    , vaccinated during campaign e    
h36e_4    , vaccinated during campaign e    
h36e_5    , vaccinated during campaign e    
h36e_6    , vaccinated during campaign e    
h36f_1    , vaccinated during campaign f    
h36f_2    , vaccinated during campaign f    
h36f_3    , vaccinated during campaign f    
h36f_4    , vaccinated during campaign f    
h36f_5    , vaccinated during campaign f    
h36f_6    , vaccinated during campaign f    
h37a_1    , fansidar taken for fever/cough  
h37a_2    , fansidar taken for fever/cough  
h37a_3    , fansidar taken for fever/cough  
h37a_4    , fansidar taken for fever/cough  
h37a_5    , fansidar taken for fever/cough  
h37a_6    , fansidar taken for fever/cough  
h37b_1    , chloroquine taken for fever/cough   
h37b_2    , chloroquine taken for fever/cough   
h37b_3    , chloroquine taken for fever/cough   
h37b_4    , chloroquine taken for fever/cough   
h37b_5    , chloroquine taken for fever/cough   
h37b_6    , chloroquine taken for fever/cough   
h37c_1    , amodiaquine taken for fever/cough   
h37c_2    , amodiaquine taken for fever/cough   
h37c_3    , amodiaquine taken for fever/cough   
h37c_4    , amodiaquine taken for fever/cough   
h37c_5    , amodiaquine taken for fever/cough   
h37c_6    , amodiaquine taken for fever/cough   
h37d_1    , quinine taken for fever/cough   
h37d_2    , quinine taken for fever/cough   
h37d_3    , quinine taken for fever/cough   
h37d_4    , quinine taken for fever/cough   
h37d_5    , quinine taken for fever/cough   
h37d_6    , quinine taken for fever/cough   
h37e_1    , combination with artemisinin taken for fever/cough  
h37e_2    , combination with artemisinin taken for fever/cough  
h37e_3    , combination with artemisinin taken for fever/cough  
h37e_4    , combination with artemisinin taken for fever/cough  
h37e_5    , combination with artemisinin taken for fever/cough  
h37e_6    , combination with artemisinin taken for fever/cough  
h37f_1    , cs antimalarial taken for fever/cough: malarine 
h37f_2    , cs antimalarial taken for fever/cough: malarine 
h37f_3    , cs antimalarial taken for fever/cough: malarine 
h37f_4    , cs antimalarial taken for fever/cough: malarine 
h37f_5    , cs antimalarial taken for fever/cough: malarine 
h37f_6    , cs antimalarial taken for fever/cough: malarine 
h37g_1    , cs antimalarial taken for fever/cough: a+m(//4)   
h37g_2    , cs antimalarial taken for fever/cough: a+m(//4)   
h37g_3    , cs antimalarial taken for fever/cough: a+m(//4)   
h37g_4    , cs antimalarial taken for fever/cough: a+m(//4)   
h37g_5    , cs antimalarial taken for fever/cough: a+m(//4)   
h37g_6    , cs antimalarial taken for fever/cough: a+m(//4)   
h37h_1    , other antimalarial taken for fever/cough    
h37h_2    , other antimalarial taken for fever/cough    
h37h_3    , other antimalarial taken for fever/cough    
h37h_4    , other antimalarial taken for fever/cough    
h37h_5    , other antimalarial taken for fever/cough    
h37h_6    , other antimalarial taken for fever/cough    
h37i_1    , pills/syrup taken for fever/cough   
h37i_2    , pills/syrup taken for fever/cough   
h37i_3    , pills/syrup taken for fever/cough   
h37i_4    , pills/syrup taken for fever/cough   
h37i_5    , pills/syrup taken for fever/cough   
h37i_6    , pills/syrup taken for fever/cough   
h37j_1    , injection taken for fever/cough 
h37j_2    , injection taken for fever/cough 
h37j_3    , injection taken for fever/cough 
h37j_4    , injection taken for fever/cough 
h37j_5    , injection taken for fever/cough 
h37j_6    , injection taken for fever/cough 
h37k_1    , aspirin taken for fever/cough   
h37k_2    , aspirin taken for fever/cough   
h37k_3    , aspirin taken for fever/cough   
h37k_4    , aspirin taken for fever/cough   
h37k_5    , aspirin taken for fever/cough   
h37k_6    , aspirin taken for fever/cough   
h37l_1    , acetaminophen taken for fever/cough 
h37l_2    , acetaminophen taken for fever/cough 
h37l_3    , acetaminophen taken for fever/cough 
h37l_4    , acetaminophen taken for fever/cough 
h37l_5    , acetaminophen taken for fever/cough 
h37l_6    , acetaminophen taken for fever/cough 
h37m_1    , ibuprofen taken for fever/cough 
h37m_2    , ibuprofen taken for fever/cough 
h37m_3    , ibuprofen taken for fever/cough 
h37m_4    , ibuprofen taken for fever/cough 
h37m_5    , ibuprofen taken for fever/cough 
h37m_6    , ibuprofen taken for fever/cough 
h37n_1    , cs other taken for fever/cough: paracetamol 
h37n_2    , cs other taken for fever/cough: paracetamol 
h37n_3    , cs other taken for fever/cough: paracetamol 
h37n_4    , cs other taken for fever/cough: paracetamol 
h37n_5    , cs other taken for fever/cough: paracetamol 
h37n_6    , cs other taken for fever/cough: paracetamol 
h37o_1    , cs other for fever/cough: drug coktail  
h37o_2    , cs other for fever/cough: drug coktail  
h37o_3    , cs other for fever/cough: drug coktail  
h37o_4    , cs other for fever/cough: drug coktail  
h37o_5    , cs other for fever/cough: drug coktail  
h37o_6    , cs other for fever/cough: drug coktail  
h37p_1    , cs other for fever/cough: multivitamin  
h37p_2    , cs other for fever/cough: multivitamin  
h37p_3    , cs other for fever/cough: multivitamin  
h37p_4    , cs other for fever/cough: multivitamin  
h37p_5    , cs other for fever/cough: multivitamin  
h37p_6    , cs other for fever/cough: multivitamin  
h37x_1    , other taken for fever/convulsion    
h37x_2    , other taken for fever/convulsion    
h37x_3    , other taken for fever/convulsion    
h37x_4    , other taken for fever/convulsion    
h37x_5    , other taken for fever/convulsion    
h37x_6    , other taken for fever/convulsion    
h37y_1    , nothing taken for fever/convulsion  
h37y_2    , nothing taken for fever/convulsion  
h37y_3    , nothing taken for fever/convulsion  
h37y_4    , nothing taken for fever/convulsion  
h37y_5    , nothing taken for fever/convulsion  
h37y_6    , nothing taken for fever/convulsion  
h37z_1    , don't know if or what was taken for fever/convulsion    
h37z_2    , don't know if or what was taken for fever/convulsion    
h37z_3    , don't know if or what was taken for fever/convulsion    
h37z_4    , don't know if or what was taken for fever/convulsion    
h37z_5    , don't know if or what was taken for fever/convulsion    
h37z_6    , don't know if or what was taken for fever/convulsion    
h38_1     , had diarrhea in last 2 weeks: amount offered to drink   
h38_2     , had diarrhea in last 2 weeks: amount offered to drink   
h38_3     , had diarrhea in last 2 weeks: amount offered to drink   
h38_4     , had diarrhea in last 2 weeks: amount offered to drink   
h38_5     , had diarrhea in last 2 weeks: amount offered to drink   
h38_6     , had diarrhea in last 2 weeks: amount offered to drink   
h39_1     , had diarrhea in last 2 weeks: amount offered to eat 
h39_2     , had diarrhea in last 2 weeks: amount offered to eat 
h39_3     , had diarrhea in last 2 weeks: amount offered to eat 
h39_4     , had diarrhea in last 2 weeks: amount offered to eat 
h39_5     , had diarrhea in last 2 weeks: amount offered to eat 
h39_6     , had diarrhea in last 2 weeks: amount offered to eat 
h40_1     , received vitamin a2 (2nd most recent)   
h40_2     , received vitamin a2 (2nd most recent)   
h40_3     , received vitamin a2 (2nd most recent)   
h40_4     , received vitamin a2 (2nd most recent)   
h40_5     , received vitamin a2 (2nd most recent)   
h40_6     , received vitamin a2 (2nd most recent)   
h40d_1    , vitamin a2 day  
h40d_2    , vitamin a2 day  
h40d_3    , vitamin a2 day  
h40d_4    , vitamin a2 day  
h40d_5    , vitamin a2 day  
h40d_6    , vitamin a2 day  
h40m_1    , vitamin a2 month    
h40m_2    , vitamin a2 month    
h40m_3    , vitamin a2 month    
h40m_4    , vitamin a2 month    
h40m_5    , vitamin a2 month    
h40m_6    , vitamin a2 month    
h40y_1    , vitamin a2 year 
h40y_2    , vitamin a2 year 
h40y_3    , vitamin a2 year 
h40y_4    , vitamin a2 year 
h40y_5    , vitamin a2 year 
h40y_6    , vitamin a2 year 
h41a_1    , received vitamin a after most recent in card    
h41a_2    , received vitamin a after most recent in card    
h41a_3    , received vitamin a after most recent in card    
h41a_4    , received vitamin a after most recent in card    
h41a_5    , received vitamin a after most recent in card    
h41a_6    , received vitamin a after most recent in card    
h41b_1    , ever received vitamin a dose    
h41b_2    , ever received vitamin a dose    
h41b_3    , ever received vitamin a dose    
h41b_4    , ever received vitamin a dose    
h41b_5    , ever received vitamin a dose    
h41b_6    , ever received vitamin a dose    
h42_1     , taking iron pill/ sprinkles for syrup  
h42_2     , taking iron pill/ sprinkles for syrup  
h42_3     , taking iron pill/ sprinkles for syrup  
h42_4     , taking iron pill/ sprinkles for syrup  
h42_5     , taking iron pill/ sprinkles for syrup  
h42_6     , taking iron pill/ sprinkles for syrup  
h43_1     , drugs for intestinal parasites in last 6 months 
h43_2     , drugs for intestinal parasites in last 6 months 
h43_3     , drugs for intestinal parasites in last 6 months 
h43_4     , drugs for intestinal parasites in last 6 months 
h43_5     , drugs for intestinal parasites in last 6 months 
h43_6     , drugs for intestinal parasites in last 6 months 
h44a_1    , place first sought treatment dor diarrhea   
h44a_2    , place first sought treatment dor diarrhea   
h44a_3    , place first sought treatment dor diarrhea   
h44a_4    , place first sought treatment dor diarrhea   
h44a_5    , place first sought treatment dor diarrhea   
h44a_6    , place first sought treatment dor diarrhea   
h44b_1    , days after diarrhea sought advice or treatment  
h44b_2    , days after diarrhea sought advice or treatment  
h44b_3    , days after diarrhea sought advice or treatment  
h44b_4    , days after diarrhea sought advice or treatment  
h44b_5    , days after diarrhea sought advice or treatment  
h44b_6    , days after diarrhea sought advice or treatment  
h44c_1    , still has diarrhea  
h44c_2    , still has diarrhea  
h44c_3    , still has diarrhea  
h44c_4    , still has diarrhea  
h44c_5    , still has diarrhea  
h44c_6    , still has diarrhea  
h45_1     , times zinc was given    
h45_2     , times zinc was given    
h45_3     , times zinc was given    
h45_4     , times zinc was given    
h45_5     , times zinc was given    
h45_6     , times zinc was given    
h46a_1    , place first sought treatment dor fever  
h46a_2    , place first sought treatment dor fever  
h46a_3    , place first sought treatment dor fever  
h46a_4    , place first sought treatment dor fever  
h46a_5    , place first sought treatment dor fever  
h46a_6    , place first sought treatment dor fever  
h46b_1    , days after fever sought advice or treatment 
h46b_2    , days after fever sought advice or treatment 
h46b_3    , days after fever sought advice or treatment 
h46b_4    , days after fever sought advice or treatment 
h46b_5    , days after fever sought advice or treatment 
h46b_6    , days after fever sought advice or treatment 
hwidx_1   , index to birth history  
hwidx_2   , index to birth history  
hwidx_3   , index to birth history  
hwidx_4   , index to birth history  
hwidx_5   , index to birth history  
hwidx_6   , index to birth history  
hw1_1     , age in months   
hw1_2     , age in months   
hw1_3     , age in months   
hw1_4     , age in months   
hw1_5     , age in months   
hw1_6     , age in months   
hw2_1     , weight in kilograms (1 dec.)    
hw2_2     , weight in kilograms (1 dec.)    
hw2_3     , weight in kilograms (1 dec.)    
hw2_4     , weight in kilograms (1 dec.)    
hw2_5     , weight in kilograms (1 dec.)    
hw2_6     , weight in kilograms (1 dec.)    
hw3_1     , height in centimeters (1 dec.)  
hw3_2     , height in centimeters (1 dec.)  
hw3_3     , height in centimeters (1 dec.)  
hw3_4     , height in centimeters (1 dec.)  
hw3_5     , height in centimeters (1 dec.)  
hw3_6     , height in centimeters (1 dec.)  
hw4_1     , ht/a percentile 
hw4_2     , ht/a percentile 
hw4_3     , ht/a percentile 
hw4_4     , ht/a percentile 
hw4_5     , ht/a percentile 
hw4_6     , ht/a percentile 
hw5_1     , ht/a standard deviations    
hw5_2     , ht/a standard deviations    
hw5_3     , ht/a standard deviations    
hw5_4     , ht/a standard deviations    
hw5_5     , ht/a standard deviations    
hw5_6     , ht/a standard deviations    
hw6_1     , ht/a percent of ref. median 
hw6_2     , ht/a percent of ref. median 
hw6_3     , ht/a percent of ref. median 
hw6_4     , ht/a percent of ref. median 
hw6_5     , ht/a percent of ref. median 
hw6_6     , ht/a percent of ref. median 
hw7_1     , wt/a percentile 
hw7_2     , wt/a percentile 
hw7_3     , wt/a percentile 
hw7_4     , wt/a percentile 
hw7_5     , wt/a percentile 
hw7_6     , wt/a percentile 
hw8_1     , wt/a standard deviations    
hw8_2     , wt/a standard deviations    
hw8_3     , wt/a standard deviations    
hw8_4     , wt/a standard deviations    
hw8_5     , wt/a standard deviations    
hw8_6     , wt/a standard deviations    
hw9_1     , wt/a percent of ref. median 
hw9_2     , wt/a percent of ref. median 
hw9_3     , wt/a percent of ref. median 
hw9_4     , wt/a percent of ref. median 
hw9_5     , wt/a percent of ref. median 
hw9_6     , wt/a percent of ref. median 
hw10_1    , wt/ht percentile    
hw10_2    , wt/ht percentile    
hw10_3    , wt/ht percentile    
hw10_4    , wt/ht percentile    
hw10_5    , wt/ht percentile    
hw10_6    , wt/ht percentile    
hw11_1    , wt/ht standard deviations   
hw11_2    , wt/ht standard deviations   
hw11_3    , wt/ht standard deviations   
hw11_4    , wt/ht standard deviations   
hw11_5    , wt/ht standard deviations   
hw11_6    , wt/ht standard deviations   
hw12_1    , wt/ht percent of ref. median    
hw12_2    , wt/ht percent of ref. median    
hw12_3    , wt/ht percent of ref. median    
hw12_4    , wt/ht percent of ref. median    
hw12_5    , wt/ht percent of ref. median    
hw12_6    , wt/ht percent of ref. median    
hw13_1    , reason not measured 
hw13_2    , reason not measured 
hw13_3    , reason not measured 
hw13_4    , reason not measured 
hw13_5    , reason not measured 
hw13_6    , reason not measured 
hw15_1    , height: lying or standing   
hw15_2    , height: lying or standing   
hw15_3    , height: lying or standing   
hw15_4    , height: lying or standing   
hw15_5    , height: lying or standing   
hw15_6    , height: lying or standing   
hw16_1    , day of birth of child   
hw16_2    , day of birth of child   
hw16_3    , day of birth of child   
hw16_4    , day of birth of child   
hw16_5    , day of birth of child   
hw16_6    , day of birth of child   
hw17_1    , date measured (day) 
hw17_2    , date measured (day) 
hw17_3    , date measured (day) 
hw17_4    , date measured (day) 
hw17_5    , date measured (day) 
hw17_6    , date measured (day) 
hw18_1    , date measured (month)   
hw18_2    , date measured (month)   
hw18_3    , date measured (month)   
hw18_4    , date measured (month)   
hw18_5    , date measured (month)   
hw18_6    , date measured (month)   
hw19_1    , date measured (year)    
hw19_2    , date measured (year)    
hw19_3    , date measured (year)    
hw19_4    , date measured (year)    
hw19_5    , date measured (year)    
hw19_6    , date measured (year)    
hw51_1    , line no. of parent/caretaker    
hw51_2    , line no. of parent/caretaker    
hw51_3    , line no. of parent/caretaker    
hw51_4    , line no. of parent/caretaker    
hw51_5    , line no. of parent/caretaker    
hw51_6    , line no. of parent/caretaker    
hw52_1    , read consent statement  
hw52_2    , read consent statement  
hw52_3    , read consent statement  
hw52_4    , read consent statement  
hw52_5    , read consent statement  
hw52_6    , read consent statement  
hw53_1    , hemoglobin level (g/dl - 1 decimal) 
hw53_2    , hemoglobin level (g/dl - 1 decimal) 
hw53_3    , hemoglobin level (g/dl - 1 decimal) 
hw53_4    , hemoglobin level (g/dl - 1 decimal) 
hw53_5    , hemoglobin level (g/dl - 1 decimal) 
hw53_6    , hemoglobin level (g/dl - 1 decimal) 
hw55_1    , result of measuring (hemoglobin)    
hw55_2    , result of measuring (hemoglobin)    
hw55_3    , result of measuring (hemoglobin)    
hw55_4    , result of measuring (hemoglobin)    
hw55_5    , result of measuring (hemoglobin)    
hw55_6    , result of measuring (hemoglobin)    
hw56_1    , hemoglobin level adjusted by altitud (g/dl - 1 decimal) 
hw56_2    , hemoglobin level adjusted by altitud (g/dl - 1 decimal) 
hw56_3    , hemoglobin level adjusted by altitud (g/dl - 1 decimal) 
hw56_4    , hemoglobin level adjusted by altitud (g/dl - 1 decimal) 
hw56_5    , hemoglobin level adjusted by altitud (g/dl - 1 decimal) 
hw56_6    , hemoglobin level adjusted by altitud (g/dl - 1 decimal) 
hw57_1    , anemia level    
hw57_2    , anemia level    
hw57_3    , anemia level    
hw57_4    , anemia level    
hw57_5    , anemia level    
hw57_6    , anemia level    
hw58_1    , agrees to referral  
hw58_2    , agrees to referral  
hw58_3    , agrees to referral  
hw58_4    , agrees to referral  
hw58_5    , agrees to referral  
hw58_6    , agrees to referral  
v501      , current marital status  
v502      , currently/formerly/never marr.  
v503      , number of unions    
v504      , husband lives in house  
v505      , number of other wives   
v506      , wife rank number    
v507      , month of first marriage 
v508      , year of first marriage  
v509      , date of first marriage (cmc)    
v510      , completeness of date inform.    
v511      , age at first marriage   
v512      , years since first marriage  
v513      , marital duration (grouped)  
v525      , age at first intercourse    
v527      , time since last intercourse 
v528      , time since last intercourse(g)  
v529      , time since last intercourse(imputed)    
v530      , flag for v529   
v531      , age at first intercourse (imp)  
v532      , flag for v531   
v535      , have ever been married  
v536      , recent sexual activity  
v537      , months of abstinence    
v538      , how previous marriage or union ended    
v539      , who received most of late husbands property 
v540      , respondent received any of late husband's assets or valuable    
v541      , intends to postpone intercourse until marriage  
v602      , fertility preference    
v603      , preferred waiting time  
v604      , preferred waiting time (grpd)   
v605      , desire for more children    
v613      , ideal number of children    
v614      , ideal number of children (grp)  
v616      , time for future birth   
v621      , husbands desire for children    
v623      , exposure    
v624      , unmet need  
v625      , exposure (definition 2) 
v626      , unmet need (definition 2)   
v627      , ideal number of boys    
